respondent_id,ATTN_1,ATTN_2,BIAS_01,BIAS_02,BIAS_03,BIAS_04,BIAS_05,BIAS_06,BIAS_07,BIAS_08,BIAS_09,BIAS_10,BIAS_11,BIAS_12,DOI_01,DOI_02,DOI_03,DOI_04,DOI_05,DOI_06,DOI_07,DOI_08,DOI_09,DOI_10,DOI_11,DOI_12,HSQ_aff_01,HSQ_aff_02,HSQ_aff_03,HSQ_aff_04,HSQ_aff_05,HSQ_aff_06,HSQ_aff_07,HSQ_aff_08,HSQ_aggr_01,HSQ_aggr_02,HSQ_aggr_03,HSQ_aggr_04,HSQ_aggr_05,HSQ_aggr_06,HSQ_aggr_07,HSQ_aggr_08,HSQ_self_01,HSQ_self_02,HSQ_self_03,HSQ_self_04,HSQ_self_05,HSQ_self_06,HSQ_self_07,HSQ_self_08,HSQ_soci_01,HSQ_soci_02,HSQ_soci_03,HSQ_soci_04,HSQ_soci_05,HSQ_soci_06,HSQ_soci_07,HSQ_soci_08,NPI_01,NPI_02,NPI_03,NPI_04,NPI_05,NPI_06,NPI_07,NPI_08,NPI_09,NPI_10,SD3_mac_01,SD3_mac_02,SD3_mac_03,SD3_mac_04,SD3_mac_05,SD3_mac_06,SD3_mac_07,SD3_mac_08,SD3_mac_09,SD3_narc_01,SD3_narc_02,SD3_narc_03,SD3_narc_04,SD3_narc_05,SD3_narc_06,SD3_narc_07,SD3_narc_08,SD3_narc_09,SD3_psy_01,SD3_psy_02,SD3_psy_03,SD3_psy_04,SD3_psy_05,SD3_psy_06,SD3_psy_07,SD3_psy_08,SD3_psy_09,country,language,age,gender,education,device,source,duration_sec
R0011,1,1,3,3,4,4,1,3,1,3,3,4,3,2,3,2,3,3,3,5,4,2,3,3,3,3,3,4,4,3,4,1,4,3,3,3,4,5,3,3,3,3,3,3,1,5,2,3,2,4,3,3,5,4,4,4,2,4,3,3,2,4,4,3,3,1,2,2,1,4,4,5,4,2,3,5,2,5,3,2,3,2,4,4,4,1,1,5,1,5,1,2,5,2,5,RU,ru,61,M,master,mobile,panel,29.06350996457273
R0012,1,1,3,3,3,3,3,1,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,1,3,3,3,1,4,3,3,3,1,3,3,3,5,3,3,3,3,3,1,3,3,3,3,2,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,4,1,1,2,3,3,3,3,3,3,3,3,3,3,US,en,41,F,secondary,desktop,organic,17.57851475829813
R0013,1,1,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,1,1,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,4,3,4,4,3,2,US,en,37,F,phd,mobile,ads,18.452424836916574
R0014,1,1,3,3,3,3,3,3,3,3,2,4,5,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,5,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,5,2,4,3,3,3,3,3,IN,en,37,M,secondary,mobile,panel,16.944904441656888
R0015,1,1,3,3,3,3,3,3,3,3,3,3,2,3,1,3,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,RU,ru,49,F,master,mobile,panel,18.314603881233342
R0016,1,0,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,4,3,3,3,3,5,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,4,3,3,3,3,3,3,5,3,3,IN,en,26,F,secondary,desktop,ads,13.74086250462965
R0017,0,1,3,3,3,3,3,5,3,3,3,3,3,4,3,2,3,4,3,3,3,3,2,3,3,2,3,3,3,3,3,4,3,4,3,1,3,1,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,4,3,3,3,4,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,4,3,3,3,3,4,3,3,3,4,3,1,3,3,3,US,en,41,F,master,desktop,organic,14.445389289489203
R0018,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,1,3,3,3,2,3,3,3,4,3,2,3,3,3,4,3,3,3,3,3,3,2,3,3,RU,ru,32,F,bachelor,desktop,organic,16.331864164733787
R0019,1,0,2,1,3,1,4,2,1,4,3,1,2,4,3,4,5,3,3,3,2,5,2,4,5,5,2,1,3,4,3,1,1,1,4,5,2,3,1,1,5,1,1,5,2,4,4,2,1,2,5,2,3,2,2,1,2,4,4,1,3,1,1,3,1,4,1,2,2,3,1,2,1,4,2,3,1,1,1,2,3,1,5,1,1,4,3,1,1,4,4,3,2,2,2,RU,ru,21,M,secondary,mobile,ads,16.868089096469685
R0020,0,1,1,3,2,5,1,3,1,4,2,4,4,2,1,4,1,2,4,3,5,3,3,3,2,4,1,5,5,5,1,5,2,5,3,2,2,4,2,2,3,4,4,2,3,3,3,2,3,3,3,2,5,5,3,4,4,2,5,1,5,5,4,5,2,5,5,5,1,4,5,5,5,1,5,4,2,2,2,4,3,4,3,1,2,4,3,3,2,3,2,1,5,1,4,DE,de,63,F,bachelor,desktop,panel,18.01414927420447
R0021,0,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,4,3,1,5,3,4,3,3,1,3,3,3,3,3,3,3,3,3,3,5,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,RU,ru,37,M,bachelor,desktop,ads,16.008099458070355
R0022,0,0,1,2,4,4,5,3,3,2,2,5,4,2,3,3,2,2,5,1,5,4,3,3,1,4,1,2,4,3,5,5,1,1,4,3,5,3,5,1,2,4,1,1,1,2,4,3,1,5,2,5,3,5,5,3,2,3,4,1,1,5,1,1,5,4,4,2,5,2,1,3,2,1,5,1,5,4,4,4,3,2,3,1,2,2,5,5,2,4,2,4,2,5,2,US,en,64,M,secondary,desktop,panel,16.572041731016085
R0023,1,1,4,3,4,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,4,3,3,3,3,3,5,3,3,1,3,5,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,4,1,3,3,3,US,en,41,F,secondary,desktop,organic,17.49177242492679
R0024,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,1,4,3,3,3,3,3,3,3,1,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,4,2,3,1,3,3,3,3,3,3,RU,ru,43,F,phd,desktop,organic,15.250118540342868
R0025,0,1,5,4,2,5,3,3,4,4,3,3,2,1,5,1,1,5,3,3,2,4,3,4,3,4,4,2,2,3,3,4,4,5,5,5,1,3,3,5,2,5,2,3,3,2,2,5,3,2,2,1,3,5,3,1,4,5,4,2,1,2,3,5,5,3,2,2,3,5,3,3,2,4,4,1,2,2,4,4,3,5,5,3,2,3,4,5,2,5,1,3,4,5,5,DE,de,61,M,bachelor,desktop,organic,17.039201469397813
R0026,1,0,5,4,1,5,1,2,5,2,2,4,4,2,4,2,1,5,1,5,3,5,2,4,1,1,1,1,2,1,2,2,3,2,5,1,2,1,1,5,3,5,3,1,4,5,2,3,1,3,4,5,2,3,4,2,2,5,3,1,1,2,4,2,2,5,4,5,4,3,2,4,2,2,4,5,4,2,5,3,3,2,2,1,2,1,3,1,3,5,1,2,1,4,4,IN,en,44,F,secondary,desktop,panel,16.715697281736166
R0027,1,0,3,2,5,2,2,1,2,4,4,4,2,1,3,3,2,1,2,4,2,5,3,5,1,1,3,3,4,4,3,1,2,4,3,4,5,4,2,2,3,2,5,5,4,2,5,1,4,2,1,1,2,2,5,4,3,5,2,4,5,2,2,2,3,4,3,3,3,4,3,2,5,1,4,4,4,4,2,1,5,4,1,1,5,1,3,4,1,3,5,3,4,2,1,US,en,20,M,secondary,mobile,organic,15.12423780058603
R0028,1,1,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,1,4,3,3,3,3,3,3,3,5,3,3,3,2,3,3,3,3,4,3,5,3,3,3,3,3,3,3,3,3,3,2,1,3,1,1,3,3,2,1,3,2,4,3,3,2,3,3,3,2,4,3,2,3,3,3,2,3,3,3,3,3,4,3,2,3,3,3,3,DE,de,55,M,master,mobile,panel,18.211591176746897
R0029,0,0,3,3,3,5,3,3,3,3,3,5,5,3,5,3,3,3,2,4,3,3,3,3,3,3,3,3,1,1,5,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,1,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,5,3,3,3,3,DE,de,50,F,bachelor,desktop,ads,16.615254328562727
R0030,1,1,5,3,3,2,3,1,3,1,1,3,3,3,5,3,3,2,2,4,4,3,4,3,2,2,4,3,3,1,4,2,4,1,5,2,1,1,1,5,2,5,2,3,2,4,1,1,1,4,2,3,2,2,2,4,1,2,4,3,2,1,2,1,4,1,1,1,4,1,3,1,1,4,1,3,4,1,3,3,3,4,4,2,3,2,5,4,1,4,2,3,3,2,2,DE,de,29,F,bachelor,mobile,organic,28.58006472134469
R0031,1,1,3,2,3,3,4,3,3,3,1,3,4,3,3,3,3,3,3,3,3,3,3,3,5,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,1,3,3,3,3,3,4,5,3,3,3,3,5,3,3,3,5,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,US,en,47,F,phd,desktop,organic,16.272727310476345
R0032,0,0,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,5,3,3,1,RU,ru,34,M,secondary,mobile,organic,17.434247564296687
R0033,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,RU,ru,49,F,phd,desktop,organic,17.053657373771035
R0034,0,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,2,3,1,3,3,3,2,3,3,3,3,3,3,3,5,3,3,3,3,3,3,4,3,5,2,3,3,3,3,3,3,3,RU,ru,31,F,master,desktop,organic,17.023802628511245
R0035,1,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,3,2,1,3,3,5,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,US,en,52,F,secondary,mobile,ads,17.000916748470132
R0036,1,1,3,3,1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,5,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,2,3,5,3,4,3,3,3,3,3,3,2,3,3,1,3,1,US,en,60,F,bachelor,mobile,ads,17.827129285743638
R0037,1,0,3,2,3,3,1,3,3,1,3,5,3,3,5,3,3,5,3,3,3,3,3,3,3,2,1,3,3,5,2,3,3,3,3,2,5,3,3,3,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,1,3,3,3,3,3,2,3,3,3,3,3,2,3,1,3,3,DE,de,38,F,phd,desktop,organic,17.467911519559365
R0038,0,1,1,5,2,4,2,2,3,5,1,2,3,5,3,5,3,2,1,4,1,2,2,2,3,4,4,4,5,4,2,2,1,2,2,5,3,4,5,4,4,4,3,4,5,5,4,2,4,5,4,1,1,3,5,2,2,2,4,1,3,5,2,5,2,2,2,1,2,3,3,1,4,4,2,1,2,3,1,2,4,4,3,4,3,3,2,5,4,1,5,5,4,3,2,RU,ru,27,F,phd,desktop,panel,19.46950024794496
R0039,1,1,1,2,1,3,3,2,2,3,3,2,4,3,2,3,2,3,3,5,3,3,1,4,3,4,2,2,4,5,3,4,2,5,4,2,4,4,3,4,5,2,2,2,2,5,3,2,2,5,2,2,3,2,3,3,2,4,5,1,5,4,2,5,1,4,4,2,2,4,4,5,3,4,3,4,2,3,2,2,2,3,2,4,4,3,3,1,5,1,3,5,2,5,1,US,en,24,F,bachelor,desktop,ads,29.130712947513533
R0040,0,1,5,3,4,3,4,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,5,4,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,4,1,3,3,3,3,3,3,US,en,49,M,secondary,mobile,panel,16.540473410239624
R0041,1,0,3,3,1,5,1,3,4,4,2,3,3,4,3,4,3,4,4,3,3,3,3,3,3,5,1,2,3,4,3,1,1,5,4,4,3,3,2,1,3,2,4,2,3,1,4,2,3,3,3,2,3,5,3,3,1,4,3,3,2,5,3,3,3,4,4,5,5,3,2,2,2,4,1,1,3,2,2,1,2,2,2,3,2,5,3,4,2,2,4,2,4,3,2,IN,en,54,M,bachelor,desktop,organic,17.293073016546483
R0042,1,1,3,2,3,5,4,2,2,4,5,4,5,5,3,3,3,3,3,2,3,3,3,5,2,2,5,3,3,2,2,5,3,3,2,1,4,1,4,5,4,3,1,1,1,5,4,1,3,1,1,1,2,1,1,1,4,4,2,4,3,1,4,4,4,4,2,4,2,4,2,5,4,4,1,2,5,2,3,2,3,1,2,3,3,4,1,5,2,4,2,5,5,4,3,DE,de,47,M,master,mobile,ads,18.338604478697064
R0043,1,0,4,1,3,1,4,3,5,1,3,2,1,2,1,5,1,5,3,5,5,1,1,5,1,4,4,4,1,4,4,4,1,4,5,2,3,5,1,1,5,3,4,4,1,3,4,1,5,4,1,2,4,5,2,3,2,5,1,5,1,1,2,4,4,3,2,2,4,4,3,4,3,1,4,4,4,3,2,5,2,4,4,4,5,4,4,2,2,1,2,4,3,3,5,US,en,64,M,secondary,desktop,panel,16.923922905386807
R0044,0,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1,3,3,3,3,3,3,3,3,2,3,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,RU,ru,50,M,secondary,mobile,organic,15.067103313007074
R0045,1,0,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,5,4,3,2,1,3,3,3,3,3,3,4,3,3,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,1,3,3,3,3,3,3,3,4,3,4,US,en,50,F,secondary,mobile,ads,16.13911892171394
R0046,0,0,5,4,4,2,5,4,4,5,1,2,4,3,5,2,2,3,4,1,3,5,1,1,1,1,3,4,4,5,3,3,2,4,1,1,5,4,4,5,3,1,2,5,4,1,4,4,1,1,5,5,1,5,2,4,2,4,1,1,5,3,4,3,4,2,3,4,1,1,3,5,2,5,4,5,3,3,1,2,3,3,4,4,1,5,5,4,3,2,1,3,1,4,1,US,en,33,F,master,desktop,panel,17.906667680866835
R0047,1,1,3,1,3,3,1,3,3,1,3,3,3,3,3,3,3,5,3,3,3,4,3,1,3,3,3,3,1,3,5,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,DE,de,30,M,secondary,mobile,ads,17.3633957989176
R0048,0,1,3,3,3,1,3,3,3,5,4,3,1,5,3,3,1,3,5,3,3,1,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,4,3,1,3,4,3,2,3,3,3,3,3,4,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,5,3,2,3,3,2,3,1,3,3,2,3,3,3,US,en,42,F,master,mobile,ads,17.699042322691582
R0049,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,5,3,3,3,5,3,5,3,3,3,3,1,3,3,3,3,2,1,3,3,3,3,3,2,5,3,4,3,3,3,3,2,1,5,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,1,3,2,US,en,41,F,phd,mobile,organic,15.212195906762558
R0050,0,0,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,5,3,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,5,3,3,3,3,3,3,5,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,RU,ru,32,F,phd,desktop,panel,16.45961579489851
R0051,1,1,3,3,3,4,3,2,3,3,3,5,3,1,3,3,3,3,3,3,3,3,2,3,2,3,1,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,4,1,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,1,3,RU,ru,25,F,secondary,desktop,ads,18.853244748659737
R0052,1,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,5,4,3,3,3,3,3,3,3,5,2,3,3,4,2,3,3,3,3,3,2,3,5,3,1,3,3,4,3,3,4,3,3,3,3,3,3,3,5,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,RU,ru,42,M,phd,desktop,ads,16.96572895914185
R0053,1,1,3,3,3,3,5,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,5,3,3,3,3,1,3,2,4,3,3,3,2,3,3,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,DE,de,63,F,phd,desktop,ads,16.365353540038175
R0054,1,1,5,3,3,3,3,3,4,3,3,2,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,3,3,3,3,1,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,3,3,3,3,3,3,3,3,3,3,5,3,3,DE,de,62,M,secondary,mobile,organic,17.41223323000963
R0055,0,0,1,1,2,2,4,4,3,5,1,2,1,1,4,1,2,3,1,1,2,2,2,5,1,4,3,2,3,3,2,3,1,2,5,2,2,5,4,5,2,4,3,4,5,3,2,2,1,5,4,1,1,5,1,1,3,3,5,1,1,1,2,1,4,3,3,3,5,4,1,1,1,5,2,2,4,1,1,1,2,1,2,1,5,5,2,3,2,2,2,1,4,1,5,RU,ru,30,F,secondary,desktop,ads,17.35795848010227
