respondent_id,country,language,age,gender,education,device,source,iq_true,eq_true,cq_true,bias_true,doi_true,npi_true,sd3_psy_true,sd3_mac_true,sd3_narc_true,hsq_aff_true,hsq_self_true,hsq_aggr_true,hsq_soci_true
R0016,IN,en,26,F,secondary,desktop,ads,113.41988588173824,89.34447065585142,101.78261705903964,0.7711216265949002,0.4127820004148828,0.48912366680169267,0.10617065129288628,0.7343013532020399,0.35201110027099797,0.3855309301491348,0.4307623993876203,0.8170705861578919,0.47792863576333505
R0017,US,en,41,F,master,desktop,organic,100.90658903852204,102.6959474766948,77.51339420528461,0.7410126302379297,0.6290422050779221,0.6658287818555753,0.21804117186065577,0.3787453912861988,0.48164566967217837,0.5071018360531975,0.2919952456248467,0.399152149637372,0.5156302135748398
R0018,RU,ru,32,F,bachelor,desktop,organic,85.31980596881272,81.00754025597791,69.71676517505426,0.2222159635938419,0.4334175997997861,0.40840161420009646,0.6943769921617332,0.28781620808379205,0.602139220047985,0.5894490472834923,0.6356469668706063,0.34536401966339175,0.4662139775884506
R0019,RU,ru,21,M,secondary,mobile,ads,112.65745630250007,120.98300169256639,111.41923472478229,0.2984592341468465,0.49548076367202665,0.35114078378074676,0.6781865010416025,0.5004126218826647,0.6952751491975133,0.5293667510353279,0.6019879235400885,0.18997148306851944,0.3779717263745736
R0020,DE,de,63,F,bachelor,desktop,panel,105.20359388809077,112.89853310188586,92.12609600490684,0.26695716305310196,0.4478871853073295,0.8938125765914743,0.25357684094407124,0.8017440767501587,0.4249300581085812,0.9530094110703939,0.6462024551852934,0.46036371637961393,0.3378534853011115
R0021,RU,ru,37,M,bachelor,desktop,ads,117.79611214545042,113.78928305240365,100.78093461438206,0.4986093194086034,0.17261022659164504,0.595427165574303,0.3634115725320858,0.30305478903314254,0.649247841683353,0.8706374690012278,0.5568958873991761,0.3618334215193733,0.5372248495708192
R0022,US,en,64,M,secondary,desktop,panel,84.86256779099725,97.63597384438532,107.14917433824235,0.2696607055239549,0.25568961706963933,0.15295116538514877,0.6918175645981806,0.5908644958286016,0.8828914502328211,0.6947759544744404,0.5438725772409378,0.6960504716644583,0.5045300556360773
R0023,US,en,41,F,secondary,desktop,organic,93.53327427548655,105.27773881937964,110.8102803141374,0.6213111648343546,0.49182178966800766,0.7350164320743408,0.3848218619234103,0.1968042736955526,0.8267830106864662,0.89288834947144,0.37474162985671794,0.43255890768848426,0.3284894386683419
R0024,RU,ru,43,F,phd,desktop,organic,77.93452553287828,96.96144836596689,79.87853971359036,0.7898397814046852,0.31539333046405044,0.5085385275003452,0.47588202766977106,0.7274688334705427,0.5165205910836569,0.23783338653710895,0.36013725490539383,0.307002017467028,0.35012900563020205
R0025,DE,de,61,M,bachelor,desktop,organic,130.01586316945637,111.62975841258493,107.6011777837215,0.5158208284488806,0.603003160507098,0.24849358474534863,0.21588488388659616,0.5877956457142515,0.7870508868355044,0.34300402482282244,0.8028739604641052,0.42899398730488963,0.6035911553144686
R0026,IN,en,44,F,secondary,desktop,panel,104.59656909615742,76.40561664784495,84.73011152910644,0.3345899484983832,0.06835518349237386,0.31631452995012893,0.7212098634229569,0.7451260349937321,0.33957298978299616,0.2856969001645591,0.028057921103908857,0.08531910211752307,0.6383570222979695
R0027,US,en,20,M,secondary,mobile,organic,98.35377257369286,109.06497232357592,104.06692023193784,0.5204052620188939,0.8419665518523711,0.41714641474550973,0.49550130345792126,0.31619245990431094,0.18403677654779066,0.4859380002509062,0.842721887272662,0.8853251280676915,0.8636947712423017
R0028,DE,de,55,M,master,mobile,panel,83.71025331384376,115.82690274865936,112.27706622872005,0.7554340272215297,0.5498700188873862,0.31801599576616424,0.5413078032899394,0.38245931432023655,0.3353715186697903,0.759234017845665,0.8080847568442744,0.7978186268820993,0.3695676843293141
R0029,DE,de,50,F,bachelor,desktop,ads,115.31988945430321,141.42296443683364,102.36498328825516,0.06748138254764748,0.610010446554574,0.7233220767763181,0.6626884533810392,0.2293316427782198,0.683174479051541,0.1101305615966867,0.5142090311931377,0.47241260481594666,0.6443241124731984
R0030,DE,de,29,F,bachelor,mobile,organic,94.82860612814214,92.83516588355937,100.00690932401417,0.43506522291328104,0.5895950135322251,0.3218530647449406,0.4849549826748224,0.2140994600177705,0.4704155291733955,0.4947025687256327,0.28382947342747705,0.13826605030758654,0.3104011747815004
R0031,US,en,47,F,phd,desktop,organic,111.1989791507518,117.37116718209833,56.50984350964323,0.2450042501208988,0.8477553291374683,0.7954357559628614,0.806320639720422,0.6792177598488388,0.3453742383546523,0.40795373824645814,0.22938759365073885,0.6604924305114787,0.8759496707228758
R0032,RU,ru,34,M,secondary,mobile,organic,94.79699265830753,112.92342839027785,107.89703733425266,0.48499985749299984,0.6464084893548533,0.5282281175036959,0.8516285064722912,0.3951471599343945,0.5836865593500914,0.20487517450813084,0.926879949961286,0.5593437116247979,0.3035185236767168
R0033,RU,ru,49,F,phd,desktop,organic,96.33393336161578,132.31756521178437,84.56136707598297,0.5530569005989555,0.5654064777615947,0.6798717290260058,0.5105644905801425,0.3399365496648549,0.35785398896047815,0.5460685574066458,0.6901340089176796,0.15607584599665467,0.7497074819221199
R0034,RU,ru,31,F,master,desktop,organic,95.11569543809081,107.08986441506202,99.35664772768764,0.6556167807076639,0.6888093964682327,0.3825467141902536,0.7028521888997258,0.19435648133315375,0.7796310062417348,0.14239920280612278,0.43899235324335645,0.5528844681552378,0.4684259439094117
R0035,US,en,52,F,secondary,mobile,ads,98.40397067871072,62.047733307047025,122.7457185181603,0.3263398788589342,0.08836816175714685,0.20496283259659362,0.40664127710503684,0.8148610436387667,0.38244654045150644,0.5026345369622367,0.5966388792281705,0.6047902055319191,0.2831406174825585
R0036,US,en,60,F,bachelor,mobile,ads,74.17412022400555,107.65629350513962,123.80185418801818,0.2305464445351422,0.5098217538251596,0.4408505424041462,0.9105090244229761,0.25371354118572614,0.6294825536562644,0.18303531509515258,0.8290435384876823,0.36404851201317084,0.24161662011974008
R0037,DE,de,38,F,phd,desktop,organic,116.42225330118055,102.74378314579,119.40387596308763,0.15846311313937042,0.6624354178319778,0.6711007369631419,0.6471526760828499,0.31893757674341555,0.14088911326368092,0.8455653575821036,0.7292139811129409,0.5924331854757453,0.3845498982257007
R0038,RU,ru,27,F,phd,desktop,panel,100.07987525576851,109.57038467207691,119.41777270198314,0.2785501799998577,0.6417739676355733,0.4598734303850134,0.9099932861163933,0.4447178988451558,0.29918762275661204,0.5304748763178045,0.8122465417300307,0.7230310502865613,0.36978449193321183
R0039,US,en,24,F,bachelor,desktop,ads,93.97722580116923,106.13495722370723,110.12502013147372,0.4742770626373849,0.406338295530264,0.7420005302961484,0.791172333202806,0.7630474055603856,0.46597885377885134,0.6848386638243384,0.39621149701322583,0.6481618098657834,0.5804254421982022
R0040,US,en,49,M,secondary,mobile,panel,101.98535345224259,87.30604018464764,101.38025345947747,0.8189451587143852,0.740327139175757,0.18631136961990838,0.32987970888468454,0.6500539367601689,0.3792440442761503,0.17508066370613545,0.4032978028030295,0.46225291065534335,0.765547005673388
R0041,IN,en,54,M,bachelor,desktop,organic,93.07301426015081,103.81730200300852,89.98485794362216,0.4885265129847987,0.49682227205588375,0.7310018333274176,0.5092009385084402,0.3354307418089126,0.28736432846558885,0.7471773191042591,0.6003942122618415,0.7778980600349048,0.5496628706236333
R0042,DE,de,47,M,master,mobile,ads,112.52038527047783,86.42131090841616,124.41206766311731,0.18983927872620554,0.35640139560402395,0.37970982486975735,0.15135928798068196,0.8284458462768693,0.41322366875938815,0.7890025282370773,0.7255325963752735,0.6417375688366836,0.6454816287717667
R0043,US,en,64,M,secondary,desktop,panel,78.95077964562522,86.17583793278816,130.90048135935479,0.8107479277238233,0.1137250715637827,0.08353265496712094,0.4886541819958024,0.533194120504606,0.6411232451659418,0.7537162960420172,0.3507461030403098,0.4106848252764818,0.4105197152210882
R0044,RU,ru,50,M,secondary,mobile,organic,98.49193057384944,92.20943818051518,109.15839932415219,0.2311573973977515,0.7154500861735715,0.21203496838492641,0.5106438262028202,0.7611149820242986,0.6041309428145449,0.20477521997421863,0.7722508932876833,0.5885255084513822,0.20378701115692655
R0045,US,en,50,F,secondary,mobile,ads,123.53590431921694,107.37046927516583,93.16854185881677,0.44461261993821977,0.19183321437525735,0.545090841828285,0.6280553689073606,0.6307611527524849,0.31834590065369384,0.7707579689636171,0.17209659642570835,0.7225257394744183,0.24688868756393945
R0046,US,en,33,F,master,desktop,panel,121.39074205575866,94.81544495633382,103.2766458303083,0.6941152114571195,0.8286155787421988,0.7998003152271229,0.4851547943483438,0.8011367130113004,0.73043068028288,0.5780971844801607,0.7666564388423316,0.7923589080575568,0.2124150894798849
R0047,DE,de,30,M,secondary,mobile,ads,107.06280894177574,98.94196040688165,110.12955692410625,0.1461509754844931,0.5291433446671923,0.6902009729395232,0.3970487428281228,0.38603874816554473,0.47144330396867995,0.29702758649837757,0.6457642951897951,0.6194791157877846,0.45033270036630674
R0048,US,en,42,F,master,mobile,ads,96.63039522586323,95.99363786380839,97.36117468177608,0.6986013090041332,0.10292475106591896,0.45093737616266527,0.12364891256641737,0.5607428231768422,0.3406352777663647,0.44344632585841653,0.29537633970110344,0.7537288137970236,0.6193901617841874
R0049,US,en,41,F,phd,mobile,organic,122.51604605617504,76.23187181598175,123.4728325968915,0.7150241489850527,0.4288317429106495,0.1022502519997032,0.6544156611503886,0.5181410561423584,0.20147072780330594,0.07370254346788867,0.4868168314745687,0.12927376552489298,0.3128836942748397
R0050,RU,ru,32,F,phd,desktop,panel,140.7104220931858,90.05469501431413,106.11195103878129,0.5989940467592807,0.5751666444005897,0.6140729959216044,0.41577048988937276,0.6918127834517926,0.47414034110501857,0.2613342609021959,0.4393157530680194,0.36129388368571375,0.7015214156353561
R0051,RU,ru,25,F,secondary,desktop,ads,117.76852675297063,82.77854291293025,78.97111392894568,0.3296379916953385,0.2642371373546236,0.5331687400117573,0.168214498382778,0.572381549848614,0.3023708545145676,0.6730148337419959,0.16270959161617313,0.45467395182548154,0.6872772403001541
R0052,RU,ru,42,M,phd,desktop,ads,121.6012807912343,111.24142747001719,98.9681035933973,0.5339784960567815,0.42462643126816957,0.7316713269066039,0.6185939525925911,0.14843838044156762,0.6345182137849084,0.6154062355383402,0.853829560629927,0.6790888714524818,0.8528524196017319
R0053,DE,de,63,F,phd,desktop,ads,115.96320875385861,85.93817326209631,79.14197350192154,0.665309434772766,0.18164775976208547,0.48546815715614566,0.039346374844433624,0.49749944466294505,0.36569599270210545,0.7236374601898259,0.12150759437025017,0.2859733426400472,0.8034287496712794
R0054,DE,de,62,M,secondary,mobile,organic,107.03589683951465,88.48477982213045,110.28247840717528,0.8605330459490009,0.41728374690227577,0.24805246261076624,0.12248885311220677,0.600425413590501,0.09627938018113581,0.4267402711886372,0.3972389769938076,0.6775874202486423,0.4462740772897109
R0055,RU,ru,30,F,secondary,desktop,ads,90.72624517036405,109.09412219063177,85.37408876917111,0.549236529856326,0.2551030329851303,0.5402060226578987,0.5287813135256315,0.1833095522836532,0.8999965730025131,0.38715241072709466,0.30830394969984787,0.27165236898733436,0.7434048280446502
R0056,US,en,47,F,phd,mobile,panel,99.56823535938399,117.10980041909974,110.54196194934464,0.4900689507850153,0.6760645056938779,0.5800288348153986,0.8004232003082399,0.3185003417721773,0.33595009563243244,0.27032365385541157,0.3536853851699413,0.18792616120242386,0.16072324226943696
R0057,IN,en,44,F,master,mobile,ads,145.84809088534686,98.10880691793072,91.94734699937746,0.5995433132602175,0.87928290989268,0.7273152891237782,0.32645993182905875,0.7472285192954,0.33482625810698174,0.39553700600652086,0.6108382566633054,0.4281992862739031,0.8599994719644605
R0058,IN,en,27,M,master,desktop,ads,94.16187627656903,110.07496674068383,105.1091262806437,0.6250136289518093,0.4660800865395714,0.9173163500731881,0.5609737857454378,0.4686666621186286,0.97985853505172,0.5849228542218972,0.442687481095355,0.5113052785215618,0.2827139856618089
R0059,DE,de,57,M,phd,desktop,panel,83.7944946909638,83.40283382980112,107.62369281386087,0.6568803198981585,0.3685240294721407,0.2471182759166194,0.7052433710299528,0.4219465753122083,0.6209059749259704,0.3715656559406195,0.5647815374184523,0.4795901164279789,0.4232034949875018
R0060,RU,ru,45,M,bachelor,mobile,panel,111.92603778877205,87.4756889082153,106.37543925121471,0.5556783127831064,0.6797846386030457,0.3803417550677111,0.6512429322546481,0.4916088961370047,0.12694924145752304,0.5202866723425296,0.7773119226715,0.6202969996642658,0.5507051097005212
R0061,DE,de,38,M,master,mobile,panel,60.6583049711734,59.609516880351556,106.14574103245708,0.34704240781280066,0.23404078022380975,0.12469072067844653,0.480231063114242,0.7627403438464734,0.2521968228143177,0.20604159475639022,0.6095291837520046,0.3957851983697007,0.6341418877484061
R0062,RU,ru,50,F,phd,mobile,panel,96.0237376454072,97.19907246686029,111.6393472801581,0.6365759398005949,0.4975811665073543,0.5527843012953838,0.6541942081365404,0.6199771956144553,0.5898135256693074,0.49549593089266425,0.5112265766677976,0.6502356220126152,0.8152657647662225
R0063,US,en,25,M,master,mobile,organic,79.79098214515133,91.50782409959419,83.30695927381609,0.42291912888899175,0.22810885847657345,0.25254049484220564,0.772698649056075,0.7762025912603233,0.7172753096118122,0.7460488903053358,0.1863316276278121,0.05799991942764926,0.4459919936047423
R0064,RU,ru,52,M,bachelor,desktop,panel,76.1668487534198,105.98957063071292,131.04440019303416,0.11376731104362586,0.5995066776286596,0.2739890820668592,0.16265136693709004,0.4783732657534424,0.24318114223135234,0.2646041704528607,0.38901655510383026,0.4810884860452754,0.5927097630694326
R0065,RU,ru,25,F,secondary,mobile,ads,100.95032842454691,78.81485322609836,112.1125751785232,0.810566902246617,0.6492436715897651,0.7147256772297857,0.4164606324477668,0.3769424776397035,0.3945430549622275,0.6792957192452749,0.683806308476401,0.4543144998695638,0.928646273328559
R0066,DE,de,34,M,bachelor,mobile,ads,119.78330992365797,138.90781617342208,85.2270516898454,0.49117239102269633,0.7061508933404684,0.25694203515421316,0.5660771477675369,0.6242942618110796,0.48860701293143133,0.41107653453171317,0.24294271670410492,0.30221562352814574,0.15825741491626732
R0067,IN,en,59,M,phd,desktop,organic,77.03333149361654,103.9322807033256,112.66373744379541,0.525415391422092,0.12752037636857566,0.7867792390391517,0.7752764097634594,0.6743420489179914,0.23330524174134087,0.43084318611042116,0.27333441791188956,0.1938474353816966,0.3677494108714165
R0068,DE,de,43,F,secondary,desktop,panel,90.91062304027494,98.67383848881488,88.81911901120398,0.4110360870796995,0.39609471811434577,0.2660781932206972,0.7071958608084404,0.363526769719734,0.49359924402270255,0.29482476155583354,0.5995038511680165,0.2051540877654679,0.40191229651031296
R0069,RU,ru,27,F,master,desktop,ads,72.60158697979418,102.38856361380908,102.16704253055242,0.7460032897711995,0.7875482271709447,0.8833253890722701,0.8186180040085862,0.6213209844867347,0.4563368322875292,0.38397772288692894,0.7566050969962502,0.5193073221412677,0.6106076109951306
R0070,RU,ru,57,M,bachelor,mobile,ads,94.90095607901104,93.20310550080806,93.36764903803135,0.39926086147033935,0.3594017949430833,0.8092219057050518,0.37907090145710726,0.2973582268459528,0.6319606774417107,0.2904010293773291,0.4179452996129646,0.67257489773245,0.6271683874334562
R0071,DE,de,24,F,master,mobile,panel,105.96092631726363,113.04480320958626,92.27366989505687,0.6552719534638266,0.5927892965940933,0.7179644559425732,0.5631866953853624,0.64354380294826,0.5867129844750768,0.6841623978968248,0.24128158494342056,0.3034928170750796,0.30424595674743954
R0072,DE,de,57,F,master,desktop,ads,143.18432071612733,87.53350697505695,84.0789737101111,0.3852670858118441,0.6149974508761129,0.7595195857610038,0.6116537328979301,0.654064724105635,0.1996117530606433,0.5122496478018789,0.6944631085476134,0.8300030029686455,0.4344916297264559
R0073,DE,de,48,F,secondary,mobile,panel,107.33083479901543,121.0486847334572,111.03531073570161,0.25977395164847994,0.2634945116558716,0.26490963753291663,0.1051103060651829,0.42880766695034195,0.8077768335210459,0.8057686533085873,0.7688541212363468,0.4348711368215449,0.6837621016860059
R0074,RU,ru,58,M,master,mobile,panel,99.0604991204246,90.5901949946368,96.2769576472819,0.5542298829400333,0.9308424814192782,0.611087626030659,0.7065104745883836,0.5468162699261823,0.11222545209330989,0.39955590176195677,0.5740804755874385,0.4853081358645334,0.6671297773257217
R0075,US,en,36,M,bachelor,desktop,ads,86.79952101612243,97.27307316435665,90.1029329551826,0.5773574746972152,0.6290621614750277,0.7440336134205099,0.7704054745181662,0.49715353683338565,0.4520219712636108,0.4740089715295428,0.379071535456129,0.4436120941953437,0.1407481530116571
R0076,RU,ru,39,F,secondary,desktop,organic,102.89810404577014,102.72503125193104,92.79840763253918,0.693687153608587,0.4919216110327142,0.7076008498561089,0.7156807573535173,0.7365209625276881,0.5369884020719368,0.7955944812322551,0.15909545552862256,0.5088391360061754,0.4808884282846204
R0077,DE,de,40,F,master,desktop,ads,120.32897396014083,83.13220722683896,109.22654070871562,0.2208320311135579,0.3953723234984677,0.4549531878968487,0.6540695797061264,0.48184743217817516,0.6059137719857739,0.1554690406560908,0.6685487378906396,0.6389265735845524,0.12877499075654011
R0078,IN,en,32,M,bachelor,desktop,organic,114.99301749733272,122.15653295344656,76.68115542236208,0.7939664758740652,0.7311917954523827,0.7060185222136396,0.4153946156304088,0.40530716465710165,0.5808260431252983,0.797369489619833,0.579346572655835,0.5068354294885795,0.8261062832697629
R0079,RU,ru,22,F,secondary,mobile,ads,84.51690258050033,83.55664675889486,79.59392986974424,0.30986123447316494,0.2531589796368687,0.5049169993378994,0.7094323931636668,0.3389380445510324,0.27070742826902705,0.5475929106179913,0.4626844581309425,0.27239999640740875,0.23373367128147307
R0080,RU,ru,51,M,secondary,desktop,organic,71.07193541571978,124.34827010623593,112.04389065029082,0.5302845313898544,0.8877192861120138,0.7405954378887363,0.8128611378230881,0.13341674601895573,0.7721551378681373,0.48004149433213367,0.8248768926610681,0.7571543534976383,0.5386818417595739
R0081,IN,en,24,F,master,mobile,panel,94.34914924897652,87.96520735637503,101.67652397658232,0.5571542108642344,0.7093714256441955,0.2577475639501976,0.546853226786623,0.2775810600352142,0.6229767259867299,0.82875885820612,0.6318280759008505,0.738538229634253,0.5843418996425154
R0082,RU,ru,57,M,phd,mobile,panel,128.38541386465576,90.01946520646479,86.78556697843163,0.8128352585845885,0.6913417022535208,0.19534674199020713,0.39033550755432755,0.4073360165652506,0.1969475527535852,0.7698803251479762,0.6055069297459487,0.6123475798648657,0.929106926341773
R0083,IN,en,54,F,phd,desktop,panel,98.28203590003388,103.23353260316301,93.7647931793318,0.6911996518624902,0.41309346744563474,0.5856927861792385,0.5289248934886132,0.6010890975041326,0.5348336192078871,0.3674253083804269,0.5587551692904694,0.6828068460611197,0.24211233995343637
R0084,US,en,62,F,master,desktop,ads,91.70849697032239,64.84954613100396,90.9614339229943,0.20297988765551098,0.6080468232055156,0.2274537316288101,0.9092509578337297,0.7809214946983176,0.28434515093125495,0.10602684888652146,0.4475123503293768,0.4841724759771549,0.42273310474656794
R0085,RU,ru,37,F,bachelor,mobile,ads,102.8845273257694,93.04758254812599,84.3608595881925,0.417650185864866,0.38289305475664287,0.7965075113740253,0.1903830928188488,0.7152344862997767,0.6690139736946352,0.4578458782122426,0.3597147327693921,0.7182904739540383,0.618132009573325
R0086,US,en,54,F,secondary,mobile,organic,92.54473818616961,85.89162119707584,102.12457149487095,0.4703831657828278,0.7130708096209121,0.4375502641453612,0.4431336549125119,0.7893009422345957,0.5299745874150577,0.29992980784555284,0.39758537613334044,0.6524971261880704,0.5935909876951732
R0087,IN,en,37,M,secondary,mobile,ads,83.32140939944613,109.60891842342375,74.34932993434752,0.5475233345354821,0.5651645718173367,0.5374618444024466,0.39568342248140304,0.602545938534681,0.44263452249599916,0.2778286759922193,0.44688115651112037,0.4808918817197124,0.7003685935844489
R0088,IN,en,58,M,secondary,desktop,ads,96.72397044228421,87.71516931076312,88.93800610939306,0.7671714547483814,0.20596660487279791,0.18464361074104918,0.637892044094527,0.6280723996209587,0.169030001592683,0.2638271703225826,0.10910955112137333,0.4181002737786922,0.5152027916893696
R0089,RU,ru,53,F,phd,mobile,organic,92.51519843864203,116.30206384600416,111.8002580127209,0.2502016626131944,0.09573038741638257,0.38288207648341926,0.5610485895256795,0.6270274940322814,0.6951983790567854,0.63645157526788,0.3954551000902973,0.8213926437612209,0.15835333943353633
R0090,RU,ru,43,F,phd,desktop,panel,86.75222766502003,106.19062877922791,99.41622542258338,0.3402403544747301,0.5097756564145609,0.25900760773567955,0.6928677710495094,0.21719063876173558,0.5436006444962778,0.3591255379425947,0.27820083573112436,0.18497193146126148,0.5421795253639883
R0091,US,en,50,M,secondary,desktop,panel,90.92264748125335,88.7570784945189,99.03500078021831,0.6279041738269812,0.5120691087359994,0.20463384258433992,0.4398224788599012,0.25145883514611156,0.6384724706038454,0.5116500284138743,0.7329142116259587,0.5610324601543999,0.7770495702799712
R0092,IN,en,46,F,bachelor,mobile,panel,75.04222704866375,97.82855446804358,101.38862003601643,0.2642992215184262,0.20146173832297143,0.4191652929341592,0.48074111559496235,0.7580096609535701,0.25101573555262824,0.3206866953008604,0.733926965634549,0.4669503739122988,0.7593653413419426
R0093,RU,ru,60,M,secondary,mobile,panel,94.05542916597572,109.65083462260469,115.62096536370555,0.40985466251022545,0.6999174215269853,0.6233911623948991,0.6176201311457482,0.21239578507450896,0.6158958894036789,0.5787606197448821,0.5017858050647327,0.33601468313304533,0.8246445771425681
R0094,IN,en,21,F,bachelor,desktop,ads,95.48976511669981,111.26513630095843,95.27695141262313,0.5767021731654672,0.6785489460737726,0.5536987737387281,0.4296154736437482,0.5844434658463279,0.30619737064088076,0.6558099245534601,0.5341942304651406,0.7350658350346934,0.735994789949463
R0095,US,en,63,F,secondary,desktop,ads,80.57659532960736,100.4731940622305,72.35410757907825,0.6006438005317015,0.36288247597528794,0.2844933486275365,0.8408378619212535,0.520856698885088,0.5842074617157189,0.49736684501813117,0.494268587693404,0.20896439884690232,0.46862403049125234
R0096,US,en,29,M,secondary,desktop,ads,96.82374312890843,107.19151545964326,102.19975457385993,0.252196477733807,0.695229392319446,0.5888109057752041,0.5736518533896618,0.22601243262290524,0.6538341581510357,0.13292296918485538,0.46489503482869154,0.9078429627996796,0.7985957109933551
R0097,IN,en,61,M,phd,desktop,panel,120.35586973710512,91.50311092537626,98.3068490873667,0.4241412752230027,0.11772053194143453,0.3596627953735753,0.49166839085115127,0.7068143124613759,0.6963343350862936,0.4842216196882745,0.17546672097330707,0.1990205690893237,0.37601772647001475
R0098,IN,en,28,F,bachelor,mobile,organic,91.96938408023095,94.62143480002393,106.79745300742985,0.22425377287650491,0.4390390025287351,0.141772461181315,0.7484487793464382,0.3257601342122554,0.9386265089941014,0.24902319028276373,0.4121780113590622,0.5276465296010526,0.28332831497799943
R0099,IN,en,53,M,bachelor,desktop,ads,83.5516074151852,77.66818207859657,118.95363509218329,0.5330811729535767,0.13746307366461208,0.6604512890093113,0.5412992117597685,0.9498263168463505,0.5146112301253928,0.4107297176574613,0.8335982281064424,0.8649174939985946,0.7749862195103218
R0100,US,en,55,M,phd,mobile,organic,119.09981033902942,92.29935512110168,83.96535912564659,0.5854856881263997,0.24149540267557842,0.4276306772271794,0.45044228658111907,0.23609688328866615,0.7140534685185718,0.8331875762805938,0.3447677339577541,0.4005855701503614,0.769795205006003
