respondent_id,profile_type,fast_responder,longstring,straightlining,attention_fail,duplicate,extreme_pattern,bot_score
R0068,straightliner,False,True,False,False,False,False,0.2
R0069,straightliner,False,True,False,False,False,False,0.2
R0070,straightliner,False,True,False,True,False,False,0.2
R0071,fast,False,False,False,False,False,False,0.0
R0072,straightliner,False,True,False,False,False,False,0.2
R0073,random,False,False,False,True,False,False,0.0
R0074,fast,False,True,False,False,False,False,0.2
R0075,random,False,False,False,True,False,False,0.0
R0076,straightliner,False,True,False,True,False,False,0.2
R0077,normal,False,False,False,True,False,False,0.0
R0078,straightliner,False,True,False,False,False,False,0.2
R0079,botlike,False,False,False,True,False,False,0.5
R0080,random,False,False,False,True,False,False,0.0
R0081,random,False,False,False,False,False,False,0.0
R0082,random,False,False,False,True,False,False,0.0
R0083,straightliner,False,True,False,False,False,False,0.2
R0084,straightliner,False,True,False,False,False,False,0.2
R0085,random,False,False,False,True,False,False,0.0
R0086,botlike,False,False,False,False,False,False,0.5
R0087,fast,False,False,False,False,False,False,0.0
R0088,random,False,False,False,True,False,False,0.0
R0089,normal,False,False,False,False,False,False,0.0
R0090,straightliner,False,True,False,False,False,False,0.2
R0091,random,False,False,False,True,False,False,0.0
R0092,random,False,False,False,False,False,False,0.0
R0093,normal,False,False,False,True,False,False,0.0
R0094,random,False,False,False,False,False,False,0.0
R0095,straightliner,False,True,False,False,False,False,0.2
R0096,fast,False,False,False,False,False,False,0.0
R0097,straightliner,False,True,False,True,False,False,0.2
R0098,straightliner,False,True,False,False,False,False,0.2
R0099,straightliner,False,True,False,True,False,False,0.2
R0100,straightliner,False,True,False,False,False,False,0.2
R0101,random,False,False,False,False,False,False,0.0
R0102,random,False,False,False,False,False,False,0.0
R0103,random,False,False,False,True,False,False,0.0
R0104,straightliner,False,True,False,True,False,False,0.2
R0105,straightliner,False,True,False,False,False,False,0.2
R0106,botlike,False,False,False,True,False,False,0.5
R0107,fast,False,False,False,True,False,False,0.0
R0108,random,False,False,False,True,False,False,0.0
R0109,fast,False,False,False,False,False,False,0.0
R0110,random,False,False,False,True,False,False,0.0
R0111,straightliner,False,True,False,True,False,False,0.2
R0112,straightliner,False,True,False,True,False,False,0.2
R0113,straightliner,False,True,False,True,False,False,0.2
R0114,random,False,False,False,True,False,False,0.0
R0115,straightliner,False,True,False,True,False,False,0.2
R0116,normal,False,True,False,False,False,False,0.2
R0117,straightliner,False,True,False,True,False,False,0.2
R0118,straightliner,False,True,False,True,False,False,0.2
R0119,straightliner,False,True,False,False,False,False,0.2
R0120,straightliner,False,True,False,True,False,False,0.2
R0121,straightliner,False,True,False,True,False,False,0.2
R0122,straightliner,False,True,False,True,False,False,0.2
R0123,straightliner,False,True,False,True,False,False,0.2
R0124,random,False,False,False,True,False,False,0.0
R0125,straightliner,False,True,False,True,False,False,0.2
R0126,random,False,False,False,True,False,False,0.0
R0127,straightliner,False,True,False,False,False,False,0.2
R0128,straightliner,False,True,False,False,False,False,0.2
R0129,straightliner,False,True,False,True,False,False,0.2
R0130,straightliner,False,True,False,False,False,False,0.2
R0131,straightliner,False,True,False,True,False,False,0.2
R0132,straightliner,False,True,False,False,False,False,0.2
R0133,botlike,False,False,False,True,False,False,0.5
R0134,straightliner,False,True,False,False,False,False,0.2
R0135,straightliner,False,True,False,False,False,False,0.2
R0136,straightliner,False,True,False,False,False,False,0.2
R0137,random,False,False,False,True,False,False,0.0
R0138,straightliner,False,True,False,False,False,False,0.2
R0139,fast,False,False,False,False,False,False,0.0
R0140,straightliner,False,True,False,True,False,False,0.2
R0141,random,False,False,False,True,False,False,0.0
R0142,straightliner,False,True,False,False,False,False,0.2
R0143,random,False,False,False,True,False,False,0.0
R0144,straightliner,False,True,False,False,False,False,0.2
R0145,straightliner,False,True,False,False,False,False,0.2
R0146,random,False,False,False,True,False,False,0.0
R0147,random,False,False,False,True,False,False,0.0
R0148,straightliner,False,True,False,True,False,False,0.2
R0149,random,False,False,False,True,False,False,0.0
R0150,straightliner,False,True,False,True,False,False,0.2
R0151,random,False,False,False,True,False,False,0.0
R0152,straightliner,False,True,False,True,False,False,0.2
R0153,straightliner,False,True,False,False,False,False,0.2
R0154,straightliner,False,True,False,False,False,False,0.2
R0155,random,False,False,False,True,False,False,0.0
R0156,botlike,False,False,False,False,False,False,0.5
R0157,straightliner,False,True,False,True,False,False,0.2
R0158,random,False,False,False,True,False,False,0.0
R0159,straightliner,False,True,False,False,False,False,0.2
R0160,random,False,False,False,True,False,False,0.0
R0161,random,False,False,False,True,False,False,0.0
R0162,straightliner,False,True,False,False,False,False,0.2
R0163,random,False,False,False,False,False,False,0.0
R0164,random,False,False,False,True,False,False,0.0
R0165,random,False,False,False,True,False,False,0.0
R0166,random,False,False,False,True,False,False,0.0
R0167,random,False,False,False,True,False,False,0.0
R0168,straightliner,False,True,False,False,False,False,0.2
R0169,random,False,False,False,True,False,False,0.0
R0170,straightliner,False,True,False,False,False,False,0.2
R0171,straightliner,False,True,False,False,False,False,0.2
R0172,random,False,False,False,True,False,False,0.0
R0173,straightliner,False,True,False,True,False,False,0.2
R0174,fast,False,False,False,False,False,False,0.0
R0175,random,False,False,False,True,False,False,0.0
R0176,random,False,False,False,True,False,False,0.0
R0177,random,False,False,False,True,False,False,0.0
R0178,straightliner,False,True,False,False,False,False,0.2
R0179,straightliner,False,True,False,True,False,False,0.2
R0180,random,False,False,False,True,False,False,0.0
R0181,straightliner,False,True,False,False,False,False,0.2
R0182,straightliner,False,True,False,True,False,False,0.2
R0183,random,False,False,False,True,False,False,0.0
R0184,straightliner,False,True,False,False,False,False,0.2
R0185,straightliner,False,True,False,True,False,False,0.2
R0186,normal,False,False,False,False,False,False,0.0
R0187,random,False,False,False,True,False,False,0.0
R0188,random,False,False,False,True,False,False,0.0
R0189,normal,False,False,False,False,False,False,0.0
R0190,fast,False,False,False,False,False,False,0.0
R0191,fast,False,False,False,False,False,False,0.0
R0192,straightliner,False,True,False,True,False,False,0.2
R0193,straightliner,False,True,False,True,False,False,0.2
R0194,random,False,False,False,True,False,False,0.0
R0195,straightliner,False,True,False,False,False,False,0.2
R0196,random,False,False,False,True,False,False,0.0
R0197,straightliner,False,True,False,False,False,False,0.2
R0198,straightliner,False,True,False,True,False,False,0.2
R0199,straightliner,False,True,False,True,False,False,0.2
R0200,fast,False,False,False,False,False,False,0.0
R0201,straightliner,False,True,False,False,False,False,0.2
R0202,straightliner,False,True,False,False,False,False,0.2
R0203,straightliner,False,True,False,False,False,False,0.2
R0204,straightliner,False,True,False,False,False,False,0.2
R0205,botlike,False,False,False,True,False,False,0.5
R0206,fast,False,False,False,True,False,False,0.0
R0207,random,False,False,False,True,False,False,0.0
R0208,straightliner,False,True,False,False,False,False,0.2
R0209,random,False,False,False,True,False,False,0.0
R0210,random,False,False,False,True,False,False,0.0
R0211,straightliner,False,True,False,False,False,False,0.2
R0212,straightliner,False,True,False,False,False,False,0.2
R0213,fast,False,False,False,False,False,False,0.0
R0214,random,False,False,False,True,False,False,0.0
R0215,random,False,False,False,True,False,False,0.0
R0216,random,False,False,False,True,False,False,0.0
R0217,random,False,False,False,True,False,False,0.0
R0218,straightliner,False,True,False,True,False,False,0.2
R0219,straightliner,False,True,False,False,False,False,0.2
R0220,random,False,False,False,True,False,False,0.0
R0221,random,False,False,False,True,False,False,0.0
R0222,normal,False,False,False,False,False,False,0.0
R0223,random,False,False,False,True,False,False,0.0
R0224,straightliner,False,True,False,False,False,False,0.2
R0225,botlike,False,False,False,True,False,False,0.5
R0226,straightliner,False,True,False,False,False,False,0.2
R0227,straightliner,False,False,False,True,False,False,0.0
R0228,random,False,False,False,True,False,False,0.0
R0229,straightliner,False,True,False,False,False,False,0.2
R0230,straightliner,False,True,False,False,False,False,0.2
R0231,random,False,False,False,True,False,False,0.0
R0232,botlike,False,False,False,False,False,False,0.5
R0233,fast,False,False,False,False,False,False,0.0
R0234,fast,False,True,False,False,False,False,0.2
R0235,random,False,False,False,True,False,False,0.0
R0236,straightliner,False,True,False,False,False,False,0.2
R0237,random,False,False,False,True,False,False,0.0
R0238,straightliner,False,True,False,True,False,False,0.2
R0239,random,False,False,False,True,False,False,0.0
R0240,random,False,False,False,True,False,False,0.0
R0241,random,False,False,False,True,False,False,0.0
R0242,straightliner,False,True,False,False,False,False,0.2
R0243,fast,False,False,False,True,False,False,0.0
R0244,straightliner,False,True,False,False,False,False,0.2
R0245,straightliner,False,True,False,False,False,False,0.2
R0246,straightliner,False,True,False,False,False,False,0.2
R0247,fast,False,False,False,True,False,False,0.0
R0248,straightliner,False,True,False,True,False,False,0.2
R0249,random,False,False,False,False,False,False,0.0
R0250,straightliner,False,True,False,True,False,False,0.2
R0251,straightliner,False,True,False,True,False,False,0.2
R0252,straightliner,False,True,False,True,False,False,0.2
R0253,straightliner,False,True,False,False,False,False,0.2
R0254,random,False,False,False,True,False,False,0.0
R0255,random,False,False,False,True,False,False,0.0
R0256,straightliner,False,True,False,False,False,False,0.2
R0257,straightliner,False,True,False,False,False,False,0.2
R0258,straightliner,False,True,False,False,False,False,0.2
R0259,straightliner,False,True,False,False,False,False,0.2
R0260,straightliner,False,True,False,False,False,False,0.2
R0261,straightliner,False,True,False,True,False,False,0.2
R0262,random,False,False,False,True,False,False,0.0
R0263,random,False,False,False,True,False,False,0.0
R0264,random,False,False,False,True,False,False,0.0
R0265,straightliner,False,True,False,True,False,False,0.2
R0266,random,False,False,False,True,False,False,0.0
R0267,straightliner,False,True,False,True,False,False,0.2
R0268,straightliner,False,True,False,True,False,False,0.2
R0269,random,False,False,False,True,False,False,0.0
R0270,straightliner,False,True,False,True,False,False,0.2
R0271,straightliner,False,True,False,False,False,False,0.2
R0272,straightliner,False,True,False,True,False,False,0.2
R0273,straightliner,False,True,False,True,False,False,0.2
R0274,straightliner,False,True,False,False,False,False,0.2
R0275,fast,False,False,False,False,False,False,0.0
R0276,fast,False,True,False,False,False,False,0.2
R0277,straightliner,False,True,False,True,False,False,0.2
R0278,straightliner,False,True,False,True,False,False,0.2
R0279,straightliner,False,True,False,False,False,False,0.2
R0280,random,False,False,False,True,False,False,0.0
R0281,straightliner,False,True,False,False,False,False,0.2
R0282,random,False,False,False,True,False,False,0.0
R0283,straightliner,False,True,False,False,False,False,0.2
R0284,fast,False,False,False,False,False,False,0.0
R0285,random,False,False,False,True,False,False,0.0
R0286,random,False,False,False,True,False,False,0.0
R0287,straightliner,False,True,False,False,False,False,0.2
R0288,straightliner,False,True,False,False,False,False,0.2
R0289,straightliner,False,True,False,True,False,False,0.2
R0290,straightliner,False,True,False,False,False,False,0.2
R0291,straightliner,False,True,False,False,False,False,0.2
R0292,random,False,False,False,True,False,False,0.0
R0293,straightliner,False,True,False,True,False,False,0.2
R0294,straightliner,False,True,False,False,False,False,0.2
R0295,random,False,False,False,True,False,False,0.0
R0296,straightliner,False,True,False,False,False,False,0.2
R0297,random,False,False,False,True,False,False,0.0
R0298,random,False,False,False,True,False,False,0.0
R0299,botlike,False,False,False,True,False,False,0.5
R0300,random,False,False,False,True,False,False,0.0
R0301,straightliner,False,True,False,True,False,False,0.2
R0302,straightliner,False,True,False,True,False,False,0.2
R0303,straightliner,False,True,False,False,False,False,0.2
R0304,straightliner,False,True,False,False,False,False,0.2
R0305,straightliner,False,True,False,True,False,False,0.2
R0306,fast,False,False,False,True,False,False,0.0
R0307,straightliner,False,True,False,False,False,False,0.2
R0308,straightliner,False,True,False,True,False,False,0.2
R0309,straightliner,False,True,False,True,False,False,0.2
R0310,random,False,False,False,True,False,False,0.0
R0311,random,False,False,False,True,False,False,0.0
R0312,straightliner,False,True,False,True,False,False,0.2
R0313,random,False,False,False,True,False,False,0.0
R0314,straightliner,False,True,False,False,False,False,0.2
R0315,random,False,False,False,True,False,False,0.0
R0316,straightliner,False,True,False,False,False,False,0.2
R0317,straightliner,False,True,False,False,False,False,0.2
R0318,straightliner,False,True,False,False,False,False,0.2
R0319,straightliner,False,True,False,False,False,False,0.2
R0320,straightliner,False,True,False,True,False,False,0.2
R0321,random,False,False,False,True,False,False,0.0
R0322,straightliner,False,True,False,False,False,False,0.2
R0323,random,False,False,False,True,False,False,0.0
R0324,straightliner,False,True,False,True,False,False,0.2
R0325,straightliner,False,True,False,True,False,False,0.2
R0326,straightliner,False,True,False,False,False,False,0.2
R0327,random,False,False,False,True,False,False,0.0
R0328,straightliner,False,True,False,True,False,False,0.2
R0329,straightliner,False,True,False,False,False,False,0.2
R0330,straightliner,False,True,False,True,False,False,0.2
R0331,straightliner,False,True,False,False,False,False,0.2
R0332,random,False,False,False,True,False,False,0.0
R0333,straightliner,False,True,False,False,False,False,0.2
R0334,straightliner,False,True,False,True,False,False,0.2
R0335,straightliner,False,True,False,False,False,False,0.2
R0336,random,False,False,False,True,False,False,0.0
R0337,random,False,False,False,True,False,False,0.0
R0338,straightliner,False,True,False,True,False,False,0.2
R0339,random,False,False,False,True,False,False,0.0
R0340,straightliner,False,True,False,True,False,False,0.2
R0341,straightliner,False,True,False,False,False,False,0.2
R0342,straightliner,False,True,False,False,False,False,0.2
R0343,random,False,False,False,True,False,False,0.0
R0344,straightliner,False,True,False,True,False,False,0.2
R0345,straightliner,False,True,False,True,False,False,0.2
R0346,random,False,False,False,True,False,False,0.0
R0347,straightliner,False,True,False,True,False,False,0.2
R0348,straightliner,False,True,False,False,False,False,0.2
R0349,fast,False,False,False,False,False,False,0.0
R0350,random,False,False,False,True,False,False,0.0
R0351,straightliner,False,True,False,False,False,False,0.2
R0352,straightliner,False,True,False,True,False,False,0.2
R0353,fast,False,False,False,True,False,False,0.0
R0354,random,False,False,False,False,False,False,0.0
R0355,random,False,False,False,True,False,False,0.0
R0356,straightliner,False,True,False,True,False,False,0.2
R0357,straightliner,False,True,False,False,False,False,0.2
R0358,straightliner,False,True,False,False,False,False,0.2
R0359,random,False,False,False,True,False,False,0.0
R0360,straightliner,False,True,False,True,False,False,0.2
R0361,straightliner,False,True,False,True,False,False,0.2
R0362,random,False,False,False,True,False,False,0.0
R0363,straightliner,False,True,False,True,False,False,0.2
R0364,fast,False,False,False,True,False,False,0.0
R0365,straightliner,False,True,False,False,False,False,0.2
R0366,straightliner,False,True,False,False,False,False,0.2
R0367,straightliner,False,True,False,False,False,False,0.2
R0368,random,False,False,False,True,False,False,0.0
R0369,straightliner,False,True,False,True,False,False,0.2
R0370,straightliner,False,True,False,False,False,False,0.2
R0371,straightliner,False,True,False,True,False,False,0.2
R0372,random,False,False,False,True,False,False,0.0
R0373,random,False,False,False,True,False,False,0.0
R0374,straightliner,False,True,False,False,False,False,0.2
R0375,fast,False,False,False,False,False,False,0.0
R0376,normal,False,False,False,True,False,False,0.0
R0377,fast,False,False,False,True,False,False,0.0
R0378,straightliner,False,True,False,False,False,False,0.2
R0379,random,False,False,False,True,False,False,0.0
R0380,straightliner,False,True,False,False,False,False,0.2
R0381,straightliner,False,True,False,True,False,False,0.2
R0382,straightliner,False,True,False,False,False,False,0.2
R0383,random,False,False,False,True,False,False,0.0
R0384,straightliner,False,True,False,False,False,False,0.2
R0385,botlike,False,False,False,False,False,False,0.5
R0386,straightliner,False,True,False,False,False,False,0.2
R0387,straightliner,False,True,False,False,False,False,0.2
R0388,random,False,False,False,True,False,False,0.0
R0389,straightliner,False,True,False,True,False,False,0.2
R0390,straightliner,False,True,False,True,False,False,0.2
R0391,straightliner,False,True,False,False,False,False,0.2
R0392,straightliner,False,True,False,True,False,False,0.2
R0393,normal,False,False,False,False,False,False,0.0
R0394,straightliner,False,True,False,True,False,False,0.2
R0395,random,False,False,False,True,False,False,0.0
R0396,random,False,False,False,True,False,False,0.0
R0397,straightliner,False,True,False,False,False,False,0.2
R0398,random,False,False,False,True,False,False,0.0
R0399,straightliner,False,True,False,False,False,False,0.2
R0400,straightliner,False,True,False,False,False,False,0.2
R0401,random,False,False,False,True,False,False,0.0
R0402,straightliner,False,True,False,False,False,False,0.2
R0403,fast,False,False,False,False,False,False,0.0
R0404,straightliner,False,True,False,False,False,False,0.2
R0405,random,False,False,False,True,False,False,0.0
R0406,straightliner,False,True,False,False,False,False,0.2
R0407,straightliner,False,True,False,False,False,False,0.2
R0408,random,False,False,False,True,False,False,0.0
R0409,fast,False,False,False,False,False,False,0.0
R0410,straightliner,False,True,False,False,False,False,0.2
R0411,random,False,False,False,True,False,False,0.0
R0412,normal,False,False,False,False,False,False,0.0
R0413,random,False,False,False,False,False,False,0.0
R0414,straightliner,False,True,False,False,False,False,0.2
R0415,normal,False,True,False,False,False,False,0.2
R0416,straightliner,False,True,False,True,False,False,0.2
R0417,straightliner,False,True,False,True,False,False,0.2
R0418,straightliner,False,True,False,False,False,False,0.2
R0419,random,False,False,False,True,False,False,0.0
R0420,random,False,False,False,True,False,False,0.0
R0421,straightliner,False,True,False,True,False,False,0.2
R0422,random,False,False,False,True,False,False,0.0
R0423,random,False,False,False,True,False,False,0.0
R0424,random,False,False,False,True,False,False,0.0
R0425,straightliner,False,True,False,True,False,False,0.2
R0426,straightliner,False,True,False,False,False,False,0.2
R0427,straightliner,False,True,False,False,False,False,0.2
R0428,straightliner,False,True,False,False,False,False,0.2
R0429,fast,False,True,False,False,False,False,0.2
R0430,straightliner,False,True,False,False,False,False,0.2
R0431,fast,False,False,False,True,False,False,0.0
R0432,random,False,False,False,True,False,False,0.0
R0433,straightliner,False,True,False,True,False,False,0.2
R0434,random,False,False,False,True,False,False,0.0
R0435,straightliner,False,True,False,False,False,False,0.2
R0436,straightliner,False,True,False,False,False,False,0.2
R0437,straightliner,False,True,False,True,False,False,0.2
R0438,straightliner,False,True,False,True,False,False,0.2
R0439,random,False,False,False,True,False,False,0.0
R0440,random,False,False,False,True,False,False,0.0
R0441,random,False,False,False,True,False,False,0.0
R0442,straightliner,False,True,False,True,False,False,0.2
R0443,straightliner,False,True,False,False,False,False,0.2
R0444,straightliner,False,True,False,False,False,False,0.2
R0445,random,False,False,False,True,False,False,0.0
R0446,fast,False,True,False,False,False,False,0.2
R0447,straightliner,False,True,False,False,False,False,0.2
R0448,random,False,False,False,True,False,False,0.0
R0449,straightliner,False,True,False,False,False,False,0.2
R0450,straightliner,False,True,False,False,False,False,0.2
R0451,normal,False,False,False,False,False,False,0.0
R0452,random,False,False,False,True,False,False,0.0
R0453,random,False,False,False,True,False,False,0.0
R0454,random,False,False,False,True,False,False,0.0
R0455,fast,False,False,False,False,False,False,0.0
R0456,random,False,False,False,True,False,False,0.0
R0457,fast,False,False,False,False,False,False,0.0
R0458,straightliner,False,True,False,True,False,False,0.2
R0459,random,False,False,False,True,False,False,0.0
R0460,random,False,False,False,True,False,False,0.0
R0461,botlike,False,False,False,True,False,False,0.5
R0462,random,False,False,False,True,False,False,0.0
R0463,straightliner,False,True,False,True,False,False,0.2
R0464,random,False,False,False,True,False,False,0.0
R0465,random,False,False,False,True,False,False,0.0
R0466,straightliner,False,True,False,True,False,False,0.2
R0467,straightliner,False,True,False,True,False,False,0.2
R0468,straightliner,False,True,False,False,False,False,0.2
R0469,straightliner,False,True,False,True,False,False,0.2
R0470,straightliner,False,True,False,False,False,False,0.2
R0471,straightliner,False,True,False,True,False,False,0.2
R0472,random,False,False,False,True,False,False,0.0
R0473,straightliner,False,True,False,True,False,False,0.2
R0474,straightliner,False,True,False,False,False,False,0.2
R0475,straightliner,False,True,False,False,False,False,0.2
R0476,random,False,False,False,True,False,False,0.0
R0477,straightliner,False,True,False,True,False,False,0.2
R0478,random,False,False,False,True,False,False,0.0
R0479,straightliner,False,True,False,False,False,False,0.2
R0480,fast,False,False,False,False,False,False,0.0
R0481,straightliner,False,True,False,True,False,False,0.2
R0482,straightliner,False,True,False,False,False,False,0.2
R0483,random,False,False,False,True,False,False,0.0
R0484,random,False,False,False,True,False,False,0.0
R0485,straightliner,False,True,False,True,False,False,0.2
R0486,straightliner,False,True,False,False,False,False,0.2
R0487,straightliner,False,True,False,False,False,False,0.2
R0488,straightliner,False,True,False,True,False,False,0.2
R0489,straightliner,False,True,False,True,False,False,0.2
R0490,straightliner,False,True,False,False,False,False,0.2
R0491,random,False,False,False,True,False,False,0.0
R0492,straightliner,False,True,False,False,False,False,0.2
R0493,fast,False,False,False,True,False,False,0.0
R0494,random,False,False,False,True,False,False,0.0
R0495,random,False,False,False,True,False,False,0.0
R0496,random,False,False,False,True,False,False,0.0
R0497,random,False,False,False,True,False,False,0.0
R0498,fast,False,False,False,False,False,False,0.0
R0499,straightliner,False,True,False,False,False,False,0.2
R0500,straightliner,False,True,False,False,False,False,0.2
