respondent_id,start_ts,end_ts,duration_ms,page_durations_json,focus_switches,interruptions
R0066,20250911_144618+0000,20250911_144618+0000,17787.99642320466,"[2150.847058032123, 1603.803683632229, 1965.3827191641403, 2232.7506795838917, 1705.2834039344982, 2459.068569441008, 1614.6440813491263, 1626.2861187004255, 1218.400559915857, 1211.529549451359]",0,0
R0067,20250911_144618+0000,20250911_144618+0000,17431.31506832217,"[1323.228180975429, 1941.888891284997, 2586.7371680291144, 1337.1020498723924, 1690.9482713486373, 2020.7001663103854, 1738.594282454954, 1728.3455402356901, 2371.5573559469535, 692.2131618636147]",1,0
R0068,20250911_144618+0000,20250911_144618+0000,17445.04960207221,"[2042.1752273139239, 1692.7471156879924, 2055.5258023439046, 1681.801423469872, 1677.190504665762, 1609.3291878985115, 1911.2959934763, 1781.602097277906, 1229.9429661960628, 1763.4392837419746]",2,0
R0069,20250911_144618+0000,20250911_144618+0000,16207.866389863773,"[1328.3996076780786, 1494.0414324508224, 1777.5895761706552, 2217.3024578090235, 1562.0689435609352, 1547.2657335622382, 1889.6659276801277, 2171.815541411339, 1258.7564232982606, 960.9607462422928]",1,2
R0070,20250911_144618+0000,20250911_144618+0000,17644.89108467058,"[2016.3631828533287, 2506.154459931489, 1779.3258210051558, 1521.265581636713, 1120.5724107637727, 1858.349724008246, 2616.1684217265774, 1947.9308864617321, 1553.9936919938862, 724.7669042896792]",1,0
R0071,20250911_144618+0000,20250911_144618+0000,27727.682700717727,"[2208.324306198435, 4576.595750618141, 2005.4275673079053, 2914.533629153012, 3453.440718822401, 2360.2752798099477, 3213.4616129650267, 2158.1875499702383, 3581.1643383201963, 1256.2719475524236]",0,0
R0072,20250911_144618+0000,20250911_144618+0000,17355.803784780142,"[2000.0292078306718, 2271.3786072740977, 1142.755196701092, 1548.6811517340302, 1679.1134421377947, 1623.3798442650952, 2721.26516707617, 1829.5416176919168, 1916.178522018914, 623.4810280503607]",0,0
R0073,20250911_144618+0000,20250911_144618+0000,18113.9624735538,"[1456.4534356260858, 1336.0626449976035, 1980.1133934702855, 1848.520941249339, 1539.0555126358718, 2423.6236462070597, 2703.0605250659933, 1436.1484509512168, 2288.928882272014, 1101.99504107833]",5,0
R0074,20250911_144618+0000,20250911_144618+0000,24159.84093145704,"[2135.2208289077244, 3045.271975733375, 2665.7222058376656, 3452.6494798988547, 1995.9601275304972, 2053.407763257308, 2602.53613266155, 2715.450429287976, 2294.2297438180117, 1199.3922445240808]",1,0
R0075,20250911_144618+0000,20250911_144618+0000,17971.505447112035,"[2417.9245034754535, 1097.2020771187995, 1971.2535134516038, 2320.651815509265, 1914.423470796969, 963.1227851697194, 1788.1591234045216, 2157.407298988956, 2470.361401075367, 870.9994581213813]",1,0
R0076,20250911_144618+0000,20250911_144618+0000,17383.75074998474,"[2376.355989654375, 1753.5245401132663, 1531.5949856406783, 1664.7031884645737, 1823.1250260902516, 1630.524124016477, 1415.2045541608722, 2510.652160692519, 1677.5069036001833, 1000.5592775515461]",0,0
R0077,20250911_144618+0000,20250911_144618+0000,16436.068534190767,"[1613.5040338097247, 1362.8375391235552, 2694.474527889126, 1202.9087877897084, 1653.0669221108806, 1906.491710913187, 1931.6716054167046, 1479.7592634406144, 1525.9953729899432, 1065.3587707073236]",1,1
R0078,20250911_144618+0000,20250911_144618+0000,16114.816325312084,"[2164.22105528933, 2007.374241959175, 1687.8744609379307, 1522.8127248290682, 1440.680346522144, 1634.6794085499528, 1877.2178185234047, 1213.9686071718018, 1151.1369724849737, 1414.8506890443034]",1,0
R0079,20250911_144618+0000,20250911_144618+0000,18819.25822651422,"[1385.6111768794665, 2189.6436929463785, 1952.180268145909, 2051.94259172667, 1489.3658781948764, 2160.812959323758, 3440.8386882537943, 1304.628946209975, 2227.7279444040564, 616.5060804293333]",1,0
R0080,20250911_144618+0000,20250911_144618+0000,15222.487292563568,"[2177.2708202989106, 1096.9215123778504, 1878.6733005935323, 1917.8550219994074, 1226.9228567686637, 1220.5497218688597, 2143.0211962305007, 1403.1790388022164, 1312.5949835741844, 845.4988400494428]",3,0
R0081,20250911_144618+0000,20250911_144618+0000,16504.393746327027,"[2258.6045230340155, 1575.6555264097015, 2682.75065477923, 1092.8106170983876, 1971.6345879306903, 1172.7945361652605, 2005.6995359462644, 1157.308965797561, 2028.7917564766522, 558.3430426892639]",0,0
R0082,20250911_144618+0000,20250911_144618+0000,19464.551993043635,"[2422.997770693054, 2394.2525239020974, 1651.3161994776274, 2596.020604618376, 1990.1534277750227, 2437.1830664985673, 1544.3422892489614, 1944.44666199001, 2000.9495341419347, 482.8899146979832]",1,1
R0083,20250911_144618+0000,20250911_144618+0000,16825.529150025304,"[2156.214677149476, 1858.3803064607102, 1260.1048859584016, 1732.5323288612233, 1544.258090821284, 1362.3673706029429, 1913.8186804833813, 1728.122949058529, 2542.71316600066, 727.0166946286967]",1,0
R0084,20250911_144618+0000,20250911_144618+0000,18343.483952644354,"[1999.7546114729346, 1358.564204537465, 1875.9527669969666, 1981.6632817200014, 2222.752792379083, 2435.8561883383327, 2033.0141304614597, 1793.2095651158181, 1807.680886408655, 835.0355252136394]",1,1
R0085,20250911_144618+0000,20250911_144618+0000,17780.91727813323,"[2387.318983007847, 2066.5293879302303, 1825.7861217467812, 1577.0675997376447, 2199.6553805938943, 1690.4197804111266, 1875.1374711210724, 1508.4630227321961, 1711.6167404701448, 938.922790382294]",2,0
R0086,20250911_144618+0000,20250911_144618+0000,18140.836296072153,"[1893.895427133972, 1871.0867397712188, 2291.0102633566657, 1515.3816494786236, 2144.899537366822, 1390.0912809464533, 2014.9672937507617, 1930.6112956980023, 2133.6728145947814, 955.2199939748538]",1,0
R0087,20250911_144618+0000,20250911_144618+0000,25898.6674018813,"[2308.5654116537294, 3235.2556760196803, 2708.579724899576, 2419.9298492315747, 2770.061857631611, 2474.5919342149728, 2666.4629652717394, 2734.0079806213867, 3211.5702908344897, 1369.641711502538]",0,0
R0088,20250911_144618+0000,20250911_144618+0000,15568.856725055191,"[2033.0089387329137, 2003.72469299188, 1351.9900317355641, 1147.1388334506178, 1761.1937254171062, 1942.4242682232561, 1701.0750233053247, 1435.7071859981322, 1478.7807116851689, 713.8133135152276]",2,0
R0089,20250911_144618+0000,20250911_144618+0000,17461.41327198965,"[1364.4175216334856, 1659.2828260715862, 1249.738886098912, 1317.1753181577772, 2475.236270358353, 2609.0814007063886, 2167.746266045326, 1363.3351858027363, 2115.860611865849, 1139.5389852492358]",0,0
R0090,20250911_144618+0000,20250911_144618+0000,18482.566697827293,"[2253.320401144932, 1011.4648440961317, 1629.1958536218408, 2593.510495696437, 1489.7381035142046, 2016.767879541458, 1886.0325931815935, 2104.580984430286, 1465.9742883991955, 2031.9812542012128]",0,0
R0091,20250911_144618+0000,20250911_144618+0000,15780.86978374756,"[1262.9999793834481, 1340.0365936866124, 2163.9160709401767, 2253.8899799308706, 1748.3742865396318, 1778.1652651156562, 1414.1062328323585, 1913.8605780791042, 1268.380463114995, 637.1403341247061]",0,0
R0092,20250911_144618+0000,20250911_144618+0000,16689.710582879605,"[1650.8655821048026, 1831.6725380869893, 2127.4963395524965, 1854.7242006993006, 1492.1463195975946, 2252.7504338582858, 1495.6566558211564, 1003.3992478603625, 2477.768628964994, 503.2306363336216]",0,0
R0093,20250911_144618+0000,20250911_144618+0000,16923.60344984142,"[2435.6643598433093, 1445.036876221019, 1488.1723920358654, 2097.2139167616333, 1341.7336585173139, 1921.4739273816904, 2227.434348041123, 1663.7508053496529, 1486.0389530399136, 817.0842126498973]",0,0
R0094,20250911_144618+0000,20250911_144618+0000,16889.903106090318,"[1695.0741845116436, 1887.5489472014324, 1741.3223768735465, 1403.408619546209, 1540.7195334881214, 1849.4610344450462, 2321.022690670239, 1814.4059260249649, 2020.710505377289, 616.2292879518251]",3,0
R0095,20250911_144618+0000,20250911_144618+0000,16495.620295938388,"[1223.879416756901, 1942.1605608465325, 2187.8940813062127, 2164.3204721124994, 1403.3653206317294, 2141.5890825452275, 1574.4198854007577, 1517.2975445423376, 1530.0426787090291, 810.6512530871607]",0,0
R0096,20250911_144618+0000,20250911_144618+0000,26063.617132848143,"[3558.4624000655426, 2729.119906953169, 2620.266885766834, 1822.977916258018, 2355.2215527453723, 1991.1341306353909, 2466.857137289699, 2732.041822123201, 4527.7577972680865, 1259.777583742828]",2,0
R0097,20250911_144618+0000,20250911_144618+0000,16365.900885902061,"[2265.5266988346543, 1430.113088936315, 1226.8578314745132, 2412.757439238912, 1421.8200531854066, 1332.9510062642182, 1474.7422792374807, 1765.5118280744273, 2248.0707759702486, 787.5498846858849]",1,0
R0098,20250911_144618+0000,20250911_144618+0000,17044.524093657434,"[1470.1545457810953, 1657.8465304955903, 1934.3880935948257, 1646.2418096856113, 1568.2838810083656, 1794.6336659106134, 1601.301228486681, 2242.214169012673, 2204.4432028280066, 925.0169668539721]",0,1
R0099,20250911_144618+0000,20250911_144618+0000,17105.440281402512,"[1886.2241597076236, 2428.362522349231, 1822.0882424752267, 1624.22926365437, 2232.761842303375, 1728.2984897605454, 1457.8524646211697, 1686.7121076352948, 1669.4249084980872, 569.4862803975906]",0,0
R0100,20250911_144618+0000,20250911_144618+0000,16185.494854566663,"[1034.657111847845, 2440.054348370047, 2780.1396457474366, 1857.595831752424, 1986.036932378047, 1633.9369087397006, 1255.1620996740114, 1152.1506768618892, 1465.378072244175, 580.3832269510865]",0,0
R0101,20250911_144618+0000,20250911_144618+0000,18790.97646839146,"[1867.3478323174122, 1777.1570804787636, 2042.6070184856962, 2475.350744638064, 1907.8146452617677, 2115.2035114373134, 2438.2449497181856, 1147.1579557250484, 2013.7006334653602, 1006.3920968638461]",1,1
R0102,20250911_144618+0000,20250911_144618+0000,18065.521322569646,"[1626.8128729218354, 1614.0511812025609, 1822.4198429812484, 1423.1905221060122, 3009.230551652797, 1795.9580502997323, 1381.5678309495243, 2152.4053954216793, 2136.4121300968395, 1103.4729449374158]",0,0
R0103,20250911_144618+0000,20250911_144618+0000,16913.67580550019,"[2212.332970390885, 1331.706743456969, 1960.51411335076, 2393.006090492314, 1373.4643099157702, 1547.9920698209962, 1879.9696243033163, 2238.7833647122707, 1079.6955545464677, 896.2109645104402]",1,0
