respondent_id,start_ts,end_ts,duration_ms,page_durations_json,focus_switches,interruptions
R0012,20250911_144619+0000,20250911_144619+0000,16685.49602742952,"[2058.778419193751, 1401.547262425217, 1916.7013908836445, 1512.686183609526, 1367.2284679996392, 1899.0080625294402, 1876.1940963292066, 1722.4800131164152, 1651.4613585995533, 1279.410772743127]",0,0
R0013,20250911_144619+0000,20250911_144619+0000,16425.365364904163,"[2145.8399940573026, 2240.812060764431, 1490.2374111287752, 1587.4463553619382, 1412.939304148115, 1277.8465724064213, 1924.103927457043, 1983.9921266948286, 1590.6713651573068, 771.476247728002]",2,0
R0014,20250911_144619+0000,20250911_144619+0000,15472.758857025525,"[1457.15124550765, 1505.2626776973823, 1938.929486145984, 1629.8482853448297, 1872.6613935336854, 1570.283062309753, 1798.7911297056846, 1552.9957004844332, 1270.9764484274222, 875.8594278687002]",1,0
R0015,20250911_144619+0000,20250911_144619+0000,29696.670011725775,"[2111.7427505403853, 4441.966560477159, 3599.269963007677, 2880.959925696665, 2607.8010449662797, 3439.9806668147676, 2988.2502864976864, 3563.6855097968364, 2725.8349544698185, 1337.1783494585018]",1,1
R0016,20250911_144619+0000,20250911_144619+0000,14613.760871494322,"[1081.0754823276682, 1544.9142661064425, 1488.4731490323265, 1202.3974191061977, 1032.9928312454713, 1392.122412017913, 1769.7157413358477, 1626.8811676185958, 2473.9345988563537, 1001.253803847505]",0,0
R0017,20250911_144619+0000,20250911_144619+0000,17165.50227841495,"[1503.2764377880633, 2379.8434188700603, 1455.3221436496276, 1812.9027818087543, 1285.0750920021646, 1754.3070508919973, 1453.4001378344426, 2111.853645014649, 2440.3280414675214, 969.1935290876711]",1,1
R0018,20250911_144619+0000,20250911_144619+0000,16065.12712489627,"[2132.2598197252732, 1551.599928442272, 1649.138535739373, 1753.846057426852, 1605.780284727632, 2163.6593470968155, 1167.0109974152701, 1285.1687583708283, 1896.4185688965654, 860.2448270553884]",0,0
R0019,20250911_144619+0000,20250911_144619+0000,16097.885388252593,"[1486.7042727141072, 1259.7023444855583, 1308.3199504405559, 1941.072824776319, 1805.9309885321622, 2310.983433937409, 1556.3766549802237, 2064.993297571608, 1800.0985827161567, 563.7030380984925]",2,0
R0020,20250911_144619+0000,20250911_144619+0000,18552.133734602834,"[1712.8580670886868, 1651.0931817041615, 1813.4502654927292, 1838.620423857032, 2028.0435099348472, 2029.8840436901726, 2263.2127059721824, 2184.108454032801, 1938.6640080418656, 1092.1990747883565]",0,0
R0021,20250911_144619+0000,20250911_144619+0000,18404.880551178903,"[1716.7437739008037, 1735.1625925818864, 1512.4698421123132, 2016.3592248351904, 1912.604958988098, 2760.5650321480143, 1965.227952719902, 1801.4871527938253, 1836.6067803581457, 1147.6532407407228]",1,1
R0022,20250911_144619+0000,20250911_144619+0000,18323.455242762073,"[2145.6749341960826, 1860.033888348337, 1708.2674746758116, 2221.550550363744, 2097.8665869000984, 1700.4931601755782, 2047.6554312236956, 1753.6881916279249, 1929.6479788833212, 858.5770463674788]",1,0
R0023,20250911_144619+0000,20250911_144619+0000,17105.80461403215,"[2475.6276093678894, 1353.8143193606556, 1126.8185605930262, 2451.6163781621785, 1613.4605143369045, 1858.3047608437637, 1771.9530064395228, 2030.483945777984, 1615.2381804517474, 808.4873386984762]",1,0
R0024,20250911_144619+0000,20250911_144619+0000,18383.228879069913,"[1957.3086891119501, 1573.4112714500109, 1754.435577238312, 2028.8544783720233, 1939.988356210841, 2102.6208679888873, 1859.4634993369643, 1991.9054139097584, 2018.616405124888, 1156.6243203262761]",1,0
R0025,20250911_144619+0000,20250911_144619+0000,19712.470416903925,"[1264.4219212477503, 1926.8783519662595, 2282.471397494738, 2510.802358755447, 2204.3838567220105, 1332.9735802756531, 2983.413476926322, 1591.2301653883167, 1900.3024774270325, 1715.592830700395]",2,0
R0026,20250911_144619+0000,20250911_144619+0000,17219.323972046474,"[1896.0832411507529, 2022.6115332294678, 1990.2726102212075, 2273.063939634562, 2168.93168571429, 1911.7390153482627, 1492.9789405321499, 1392.738522372377, 1564.6703707276397, 506.23411311576285]",0,2
R0027,20250911_144619+0000,20250911_144619+0000,16324.785764559321,"[1621.7573383616832, 2072.985189036786, 1825.6551828053707, 1682.1044233982611, 2166.649591072549, 1674.6060529048868, 1481.2419658831911, 1482.8732906947416, 1486.7090163916669, 830.2037140101852]",0,1
R0028,20250911_144619+0000,20250911_144619+0000,17296.366702756113,"[1671.5162124497513, 2130.6217134703165, 1763.0680514450773, 1999.1991339547933, 1229.087186489579, 1972.333246480084, 1672.3178755781885, 1574.6187428180233, 2221.973323719708, 1061.6312163505913]",2,1
R0029,20250911_144619+0000,20250911_144619+0000,16297.418090350187,"[1661.8435725458341, 1889.3860345861326, 1589.7754567825393, 1428.080540203148, 1795.9461054641808, 1800.607790461343, 1524.8963062447046, 1964.8590723446407, 1745.823990132344, 896.199221585319]",2,0
R0030,20250911_144619+0000,20250911_144619+0000,18707.35358094186,"[1155.3835130647424, 2391.237876901128, 1712.3681353240984, 2291.33420053451, 2359.539771253439, 1691.2941806140097, 1883.9229794592977, 1643.8085956995942, 2628.774468453669, 949.6898596373715]",1,0
R0031,20250911_144619+0000,20250911_144619+0000,16559.18742150433,"[1567.476145145118, 1484.635352435853, 1327.8192844059918, 2184.831352358573, 2166.267708341731, 1975.7250674721927, 2077.0375481551746, 1303.3871481487322, 1445.3335847173096, 1026.6742303236556]",0,0
R0032,20250911_144619+0000,20250911_144619+0000,17725.271381847695,"[2143.041314260501, 1892.5702919706978, 2060.3088114362426, 1713.7447211796637, 2207.041255658994, 1463.6400486810494, 2722.8350240170407, 1063.5383354047497, 1747.616350338205, 710.9352289005491]",2,0
R0033,20250911_144619+0000,20250911_144619+0000,15384.346811938989,"[1561.777185355607, 2071.1369468823264, 1190.5895838614013, 1817.540548404123, 1894.6530371083177, 1801.0281972271682, 1276.0438308702255, 1736.0571484382097, 1260.9647799955446, 774.5555537960662]",1,0
R0034,20250911_144619+0000,20250911_144619+0000,15689.841087256225,"[2392.8873827180587, 1192.660010389184, 1288.1836445167044, 1567.9585728592726, 1256.7523799103665, 2050.0898106840395, 1837.6016718863875, 1643.6796228123121, 1696.0152483253462, 764.0127431545543]",1,2
R0035,20250911_144619+0000,20250911_144619+0000,16884.443583264423,"[1622.6505433807329, 1260.8120122271368, 1922.0573814494505, 1685.654655643056, 2092.70610831078, 1369.618598142616, 1578.231079774174, 2311.9280363507214, 2295.2182394594784, 745.5669285262778]",0,0
R0036,20250911_144619+0000,20250911_144619+0000,15847.907576770462,"[1564.027772207135, 1465.6365591419612, 1489.7274183590519, 1738.9634452368198, 1469.0780629281512, 1529.1900716267153, 1371.5513119012528, 1894.9159087068824, 2098.4283517968947, 1226.388674865598]",1,0
R0037,20250911_144619+0000,20250911_144619+0000,16411.79828415528,"[2029.4069494777239, 1369.9989977079545, 2098.532289826786, 2108.408592544823, 1462.8383497861566, 1779.1842106059958, 2049.4354690360356, 1662.2148186826093, 1356.820010094665, 494.95859639253257]",2,0
R0038,20250911_144619+0000,20250911_144619+0000,28317.050297238384,"[3347.4220519977184, 5016.657122429355, 2258.818510489014, 2437.0276285522777, 2619.5054443464783, 3061.4181081641423, 3121.740145097898, 2312.7174913605113, 2765.451802545925, 1376.2919922550639]",1,0
R0039,20250911_144619+0000,20250911_144619+0000,17966.823218139994,"[1547.2654945788574, 1573.9226542619524, 1639.260956963635, 1358.3168895643425, 1876.3800090863533, 2500.2142582863116, 1541.3273043554373, 2263.4482781318434, 2267.326618911317, 1399.3607539999452]",0,1
R0040,20250911_144619+0000,20250911_144619+0000,19371.032550438875,"[2895.2411853808217, 1289.4231621433496, 1698.0478867660725, 1772.4755442974904, 1625.8564534527825, 1716.438605333516, 2341.232940994765, 2897.837376150611, 2069.997545857801, 1064.4818500616655]",0,1
R0041,20250911_144619+0000,20250911_144619+0000,15809.422509109023,"[1570.9351744427825, 2006.5631506030888, 1617.508821731559, 1257.0343864739907, 1753.6278557720725, 1611.983986388221, 1490.3511746433917, 1257.613700459798, 2110.410625358289, 1133.3936332358296]",2,0
R0042,20250911_144619+0000,20250911_144619+0000,16181.337921515134,"[1187.2923327357244, 1443.8124811498433, 2212.4377728354093, 1306.0783119943803, 1764.826271194202, 2194.235355991981, 1630.555105578594, 1656.9627266079922, 1980.848134335036, 804.2894290919713]",0,0
R0043,20250911_144619+0000,20250911_144619+0000,16612.903917515716,"[1206.8835868614055, 1915.249566195013, 1515.6165589816942, 1517.1026536711481, 2891.1826935312674, 1582.9379360101673, 2016.7078879766748, 1555.9473282731385, 1612.4435059225232, 798.8322000926853]",0,0
R0044,20250911_144619+0000,20250911_144619+0000,17559.05353551803,"[1383.3054731576462, 1705.2613048725536, 1915.7366809325883, 1465.3889066350264, 1365.6475729879912, 2297.8660106135853, 2465.933053262322, 2123.63366939383, 1877.8800811838407, 958.4007824786454]",1,1
R0045,20250911_144619+0000,20250911_144619+0000,14619.308198396402,"[1185.5332577925162, 1559.6301825228488, 1895.716648378143, 1322.9242274289725, 1692.521336826098, 1612.948990758195, 1454.6801047629274, 1551.7766358215752, 1379.087822324877, 964.4889917802482]",1,0
R0046,20250911_144619+0000,20250911_144619+0000,17384.23467227782,"[1328.154439721191, 1675.359972437802, 2402.075594511157, 1585.7563199526671, 1483.5909041398097, 1850.5549600061145, 2657.2999720736657, 1704.9120373191115, 1718.5568367828805, 977.9736353334202]",3,1
R0047,20250911_144619+0000,20250911_144619+0000,17106.634291811053,"[1719.9017214196097, 1340.6941483231635, 1699.226722191001, 2546.4834889309604, 1275.0675828805831, 1570.7689531517324, 2488.9478066011216, 1635.2578229633402, 2273.6396169529226, 556.6464283966192]",1,0
R0048,20250911_144619+0000,20250911_144619+0000,16597.992093728026,"[1349.0641989097967, 2630.5417926385057, 1767.0510773531357, 1243.5706448645099, 1923.8062649717078, 1609.6172055450893, 1323.1466602961607, 1810.6486095958662, 2223.3109635373366, 717.2346760159172]",0,0
R0049,20250911_144619+0000,20250911_144619+0000,14804.65999288948,"[1388.0118259375845, 1207.504889929114, 1473.582954762044, 1565.7487923619326, 1664.086369075105, 1168.4409391992224, 1513.6093908321059, 1817.8795386032245, 2003.996815085625, 1001.7984771035213]",0,0
R0050,20250911_144619+0000,20250911_144619+0000,17634.73557371078,"[1822.1614255683978, 1832.6099388073144, 1803.7485224146287, 1761.989073193156, 2085.065288277649, 1774.2333608847039, 1946.2625226178602, 2076.058611456265, 1667.5203596990157, 865.086470791788]",2,0
R0051,20250911_144619+0000,20250911_144619+0000,16494.854465578555,"[2340.5284628142686, 1685.9289752181032, 1254.7730421267318, 1335.3706682849167, 1449.9793896962335, 1838.1744086489548, 2000.4318418986581, 1767.7982812044067, 2229.999611874928, 591.8697838113546]",0,0
R0052,20250911_144619+0000,20250911_144619+0000,17600.81458789225,"[1565.3993198201836, 2240.1838409618945, 1616.7088868294554, 2393.940183201939, 1877.5054977381872, 1637.3067441823748, 1808.3884281251953, 1987.4820498219037, 1514.514706523748, 959.3849306873688]",0,0
R0053,20250911_144619+0000,20250911_144619+0000,17756.775830755403,"[2296.361170978533, 2036.9950529146479, 1580.4730209952556, 1632.8933706526539, 1989.7947105853311, 1522.846400244684, 1585.8337293410962, 2258.630832139533, 1994.2707799927798, 858.6767629108882]",2,0
R0054,20250911_144619+0000,20250911_144619+0000,16236.360476411395,"[1701.7885098303648, 1493.124091701, 1403.1244761994205, 1625.3621328283589, 1929.9488301596016, 1617.9718724916113, 1536.0444791348732, 1315.030671468578, 1975.6812013840456, 1638.2842112135422]",0,0
R0055,20250911_144619+0000,20250911_144619+0000,16888.905293562286,"[1917.5179786314625, 1893.4493144976398, 1969.8472629325054, 1594.5717815748121, 1269.9871261110595, 1319.2428331262759, 1650.1629900866492, 2250.280795721378, 2170.011652650519, 853.8335582299857]",1,1
R0056,20250911_144619+0000,20250911_144619+0000,17085.60891451017,"[1395.3297515213378, 1952.3816847141666, 2419.5866190901756, 2159.3324582323307, 1795.0805362336052, 1552.906914726153, 1862.4501176043746, 1538.9990378996201, 1693.4065218484627, 716.1352726399433]",1,1
R0057,20250911_144619+0000,20250911_144619+0000,28092.963240359568,"[2565.161312222215, 2813.4744183559887, 2633.873436531246, 3110.7381475898865, 3347.4722192723157, 2515.2403003089767, 2776.308577031829, 3238.461972905862, 4034.2159358579715, 1058.0169202832756]",0,0
R0058,20250911_144619+0000,20250911_144619+0000,17112.206600180085,"[1641.5808976871874, 1566.54235299461, 1902.3941199871115, 1870.3833496062437, 2300.913219854389, 1506.6705695784865, 1643.9937549968763, 2770.191903776418, 1072.2309446967156, 837.3054870020484]",3,0
R0059,20250911_144619+0000,20250911_144619+0000,16365.92482334595,"[1531.477591105209, 1469.0665991583076, 1944.7312561588344, 2171.6052001388884, 1894.4400606852464, 1724.9966764914252, 1516.160851786883, 1729.3048587801136, 1591.0689264786658, 793.0728025623755]",1,0
R0060,20250911_144619+0000,20250911_144619+0000,17542.217291693552,"[1372.7687898186095, 1517.7082750705324, 1709.2658693484111, 2289.4834686881773, 2143.6314889068994, 2351.4945712053554, 1580.2892464536485, 2217.977874707647, 1258.1177280638672, 1101.4799794304056]",0,2
R0061,20250911_144619+0000,20250911_144619+0000,16136.232235319769,"[1343.8799269597746, 2092.4559001425155, 2055.6309253074346, 1903.8702701486418, 1242.9934302075467, 1203.9393707487377, 1882.9282034533203, 2042.6911929593823, 1543.497182254263, 824.3458331381528]",0,0
R0062,20250911_144619+0000,20250911_144619+0000,14948.888939208073,"[2001.7568956663815, 1198.016411344547, 1418.596448010641, 1791.7716532211118, 1756.0557863119723, 1571.4619665890764, 1085.5687324445971, 1761.8993946045002, 1574.1832164627187, 789.5784345525271]",1,0
R0063,20250911_144619+0000,20250911_144619+0000,16330.819766678032,"[1262.8792304893182, 2139.130552528122, 1817.413753041562, 1441.2104444529007, 1758.5891771965437, 1231.170669593863, 1907.6674685653031, 2045.6674198722865, 1947.551968490358, 779.5390824477752]",0,0
R0064,20250911_144619+0000,20250911_144619+0000,18478.063131413423,"[1817.123186690301, 1899.638805535987, 3008.5409973961214, 1982.7420161685163, 1771.7589247037959, 1210.7881829920723, 2579.3738122905256, 1944.0529805216875, 1330.9898371674365, 933.0543879469808]",2,1
R0065,20250911_144619+0000,20250911_144619+0000,16264.18946249228,"[1856.96008804785, 1874.1893914068303, 1656.8587457773897, 1467.5749982921584, 2066.8598638016574, 1472.8597694631155, 2364.938405439901, 1558.719804708292, 964.23359627064, 980.9947992844466]",1,0
R0066,20250911_144619+0000,20250911_144619+0000,14352.523188237114,"[1349.3336836232145, 1605.8403011376647, 1471.5115992812716, 1631.8546936072992, 1234.0658078466608, 1997.618817817625, 1652.8111929558775, 1139.1586958762966, 1407.6023819856182, 862.7260141055851]",0,0
R0067,20250911_144619+0000,20250911_144619+0000,26946.631763052883,"[2352.609336778922, 3041.56599209274, 3242.1360975518596, 2956.3946537312468, 2761.0214963174762, 2621.9501621220156, 3788.2528116016983, 2779.801594847074, 2754.0332257861946, 648.8663922236565]",0,0
R0068,20250911_144619+0000,20250911_144619+0000,17719.595399665763,"[1360.714591420705, 1382.5373082106123, 1952.5032356827774, 1888.2909166278407, 1970.48115341159, 1504.174641637235, 1835.6570513788681, 2702.1332349464474, 1995.0554060814857, 1128.0478602682015]",0,0
R0069,20250911_144619+0000,20250911_144619+0000,16221.353184235108,"[1205.9209816683558, 1471.7634472848388, 1253.7198697344254, 2683.2324197049384, 1405.5936787047908, 1452.458618760736, 1616.1001657890888, 2012.5749883406713, 2287.912731432435, 832.0762828148282]",1,0
R0070,20250911_144619+0000,20250911_144619+0000,16033.01398120898,"[1912.7747312217284, 1079.8946297940977, 1525.4619599135253, 1285.6454314122414, 1855.8419648314793, 2332.80508166719, 1727.6219234521598, 1675.863886157823, 1793.7506066452506, 843.3537661134847]",3,0
R0071,20250911_144619+0000,20250911_144619+0000,17868.438078248422,"[1740.2113516369684, 1877.7804460196974, 2084.4137625894737, 1611.2603140025117, 2094.0911952494757, 2022.2334662912058, 1741.215056340129, 2175.7028746132214, 1456.5737177858452, 1064.9558937198947]",2,0
R0072,20250911_144619+0000,20250911_144619+0000,17926.65438337703,"[1723.5033335256376, 2168.8850691217667, 2203.9323488890604, 1615.6301942279226, 1066.047551756633, 1780.1490778757418, 2181.996875315645, 2051.1757893446415, 2241.4126758226894, 893.9214674972912]",1,0
R0073,20250911_144619+0000,20250911_144619+0000,16860.447960662157,"[2461.9077159247067, 1533.071095715552, 1224.9329890586985, 1552.3400788141728, 1177.7888789985468, 1721.6064761210198, 1259.9100710645525, 1830.7826887606514, 2509.2860015851634, 1588.8219646190937]",5,0
R0074,20250911_144619+0000,20250911_144619+0000,15850.063067895384,"[1179.4660927935765, 1687.279459728543, 1331.149413031032, 1561.8087938367185, 2069.8338717216643, 2629.083931773393, 1569.8224994232785, 1638.8709068530743, 1420.3049181286995, 762.4431806054048]",3,0
R0075,20250911_144619+0000,20250911_144619+0000,15711.163564972152,"[1278.0103922464014, 2876.094049874285, 1643.5588186887749, 1689.5144539676974, 1681.4959594396553, 1801.975565798364, 1406.300398852578, 1546.7898624920347, 1293.816967547237, 493.6070960651252]",0,0
R0076,20250911_144619+0000,20250911_144619+0000,16691.39046217535,"[2219.9401294388367, 1680.7520534918244, 1415.4395616343797, 1562.007736972132, 1758.3118838635137, 1730.4944335843948, 1549.0953439353755, 1540.5818635917549, 2027.3791239443808, 1207.3883317187565]",1,0
R0077,20250911_144619+0000,20250911_144619+0000,15142.092509140188,"[1439.549753092386, 1105.9453070582938, 1399.1515942721358, 1554.9731976456933, 1524.001424072233, 2326.2107882037053, 1651.7992256398945, 1084.284853918675, 2123.994581856415, 932.1817833807565]",0,1
R0078,20250911_144619+0000,20250911_144619+0000,19567.327319001375,"[1916.810986087111, 2246.1904576486113, 1603.4800155978216, 3628.019731086774, 2276.800006408847, 1960.786832230002, 1980.4440439004484, 1848.15438212953, 1358.5890675959079, 748.0517963163228]",0,0
R0079,20250911_144619+0000,20250911_144619+0000,15853.35694227319,"[1420.779797892598, 1669.4965314654505, 1536.0900545458244, 1640.6667144747476, 2149.161008973273, 1003.7410581183013, 1621.0009413933271, 1840.9440877275235, 1983.0579696692876, 988.4187780128566]",1,0
R0080,20250911_144619+0000,20250911_144619+0000,16624.91805723715,"[2612.947456602867, 1797.55053318294, 1725.7719209231418, 1952.0267930778698, 1716.9588910260643, 1541.409431001217, 1150.9538596709597, 1351.9638617661205, 1946.2887098106107, 829.0466001753603]",1,1
R0081,20250911_144619+0000,20250911_144619+0000,18105.568256334904,"[2184.865894783412, 2270.895826468284, 1545.9498675852858, 1894.1111310138424, 2030.7796859274324, 2076.341047302341, 1972.3169302686936, 2574.763900288635, 1183.017816566375, 372.52615613060175]",0,1
R0082,20250911_144619+0000,20250911_144619+0000,18364.62702331535,"[1910.9481445112278, 2594.2801925573276, 1956.635211472585, 1210.1661073889782, 2015.4535137086402, 1881.7515366369532, 2440.584971277795, 1645.1285408447834, 1511.7271306640946, 1197.9516742529627]",0,0
R0083,20250911_144619+0000,20250911_144619+0000,18511.868937643114,"[1929.2942826218778, 1972.0268303453456, 1901.053810785519, 3133.4346821604413, 1431.3458976045983, 1412.2270379393397, 2100.745514982025, 1921.6091676964566, 2038.997496912128, 671.1342165953835]",2,0
R0084,20250911_144619+0000,20250911_144619+0000,18061.86721681534,"[1720.4933247345548, 1888.1221357858972, 1536.8766352812406, 2673.8827511077434, 1861.1867834657241, 1601.3315373334804, 1619.1229078310566, 2297.1037756836395, 1660.247504792806, 1203.4998607991952]",2,0
R0085,20250911_144619+0000,20250911_144619+0000,14980.98765973819,"[1167.3140136612467, 1994.298964419713, 1575.2483609192773, 1751.811494005244, 1360.2829548295904, 1455.042863729397, 1542.0858717229414, 1364.7826470817556, 1833.3595446578215, 936.7609447112029]",0,0
R0086,20250911_144619+0000,20250911_144619+0000,17559.865974647164,"[2388.90998172155, 1599.4243341222507, 1639.5069798912134, 1389.744302444366, 2943.040666857293, 1521.8845477555185, 2119.369561552037, 1181.1230367748196, 1788.1971461526562, 988.6654173754603]",0,0
R0087,20250911_144619+0000,20250911_144619+0000,15703.435960925417,"[1402.0597903586988, 1877.5964823371232, 1842.794381797034, 1710.1536178562812, 1912.2463349691736, 2274.870684120332, 1410.353934353367, 1514.2911398174922, 1140.844611214017, 618.224984101898]",0,0
R0088,20250911_144619+0000,20250911_144619+0000,17893.105609403156,"[2076.2736394491208, 1943.095979075786, 1711.2691006658308, 1347.2066101280902, 2144.9484402233397, 1539.106004503439, 1854.246348765196, 1916.943591952686, 2449.759113789162, 910.256780850505]",1,0
R0089,20250911_144619+0000,20250911_144619+0000,17856.066001692358,"[2180.8360088597988, 1345.1425886433976, 1863.09494572056, 2027.1507171403498, 1786.3144968918405, 1343.1708822960811, 2163.5835449156916, 1849.8720559320461, 2469.5399831092013, 827.3607781833921]",0,0
R0090,20250911_144619+0000,20250911_144619+0000,16537.710143258417,"[1894.6353392004758, 1578.4217467373926, 1612.4842181129918, 1620.7484485925006, 1775.0437838498945, 1539.0074704839465, 1814.6477243654, 2330.9737771400364, 1692.305568402463, 679.4420663733135]",0,1
R0091,20250911_144619+0000,20250911_144619+0000,16428.769803454274,"[1754.4498835551262, 1361.0733250751016, 1353.1363212240374, 1632.895313414221, 2003.0705872543062, 1389.5167147413135, 2066.8649288651923, 1658.2431972605634, 2521.3147330056627, 688.2047990587481]",1,0
R0092,20250911_144619+0000,20250911_144619+0000,18915.60957630515,"[2352.126262547898, 1994.2197654456465, 2347.567740161925, 1372.981615972692, 1740.859469847001, 2146.6921647818335, 1335.8518643619711, 2494.163630762299, 2054.4963828229183, 1076.6506796009635]",0,0
R0093,20250911_144619+0000,20250911_144619+0000,17077.958649224,"[1495.819095271044, 1499.312398723255, 1985.465556366169, 1742.9242326376666, 2224.6994694707687, 1743.8011895259738, 2045.071816855939, 2155.2506828970977, 1536.2404737513514, 649.3737337247356]",0,0
R0094,20250911_144619+0000,20250911_144619+0000,17791.455641705357,"[1563.7196849733084, 1685.3179828073728, 1925.893697600024, 1233.9531487712015, 2234.5384505661873, 2222.7367239821483, 1897.3985057405966, 1903.8579852356197, 2048.018239012713, 1076.021223016186]",1,0
R0095,20250911_144619+0000,20250911_144619+0000,15301.882804326468,"[2041.140032649945, 1264.4148298975904, 1627.4140057841878, 1644.6106719025997, 1483.7119849187, 1240.8815021602443, 1692.4975336739462, 1845.0599495883307, 1885.6357521816735, 576.516541569251]",1,0
R0096,20250911_144619+0000,20250911_144619+0000,20411.23764979021,"[2193.5376337178764, 1672.093038780262, 1762.504810281198, 1770.4555773165669, 2959.090183423068, 2686.122854310709, 2080.838677390039, 1865.13889443842, 2261.783748148665, 1159.6722319834062]",0,0
R0097,20250911_144619+0000,20250911_144619+0000,17020.634150445632,"[2013.1676864344788, 1944.3081782362526, 1550.0252603795907, 1503.5373131247557, 2244.0803161600984, 1350.8929455927234, 2070.9486943379784, 1936.9217529270136, 1649.232729839876, 757.5192734128657]",0,1
R0098,20250911_144619+0000,20250911_144619+0000,16425.6934104035,"[1907.2738955148232, 1305.7449255469257, 1397.7612905375527, 2398.9034393118604, 1762.5847880307488, 1819.9953679286664, 1492.976636895013, 1334.0121028169244, 1850.3882851712017, 1156.0526786497835]",1,1
R0099,20250911_144619+0000,20250911_144619+0000,18311.6128087833,"[2141.324720658587, 1698.3894818187043, 1688.7217245352183, 1818.1215702732745, 2220.611944494606, 2062.995405501712, 1667.4435613695032, 1538.9702510228392, 2325.7043993441507, 1149.3297497647047]",2,0
R0100,20250911_144619+0000,20250911_144619+0000,14917.185388004811,"[1385.9451403419696, 1936.8525836176586, 1350.213775689565, 1501.4004287505013, 1624.0418341852978, 1673.4926048272469, 1457.6097559051404, 1871.7691340963368, 1411.3592722487115, 704.500858342383]",0,2
R0101,20250911_144619+0000,20250911_144619+0000,17024.469456851617,"[1716.8887221990256, 1509.020354085668, 1777.1972354199193, 2445.7467192985982, 2324.732546338582, 1241.653567205461, 1626.016992478492, 1619.410210352429, 1786.6622179299723, 977.1408915434689]",3,0
R0102,20250911_144619+0000,20250911_144619+0000,16519.9533682717,"[1737.7345510343207, 2663.690064030622, 1559.1782523469046, 1459.9069998607558, 1371.6574393107112, 1381.691331355942, 1510.4590912272913, 1986.902476487969, 1802.6684145947272, 1046.0647480224593]",3,1
R0103,20250911_144619+0000,20250911_144619+0000,18321.650680709234,"[1540.8115646302626, 2379.785296809338, 2138.9867490276815, 1791.7988736715017, 2134.9843315766984, 1398.4055544225512, 1656.982988888239, 1878.6388366317788, 2490.0070851170144, 911.2493999341675]",0,0
