respondent_id,profile_type,fast_responder,longstring,straightlining,attention_fail,duplicate,extreme_pattern,bot_score
R0391,normal,False,False,False,True,False,False,0.0
R0392,random,False,False,False,True,False,False,0.0
R0393,normal,False,False,False,False,False,False,0.0
R0394,normal,False,False,False,False,False,False,0.0
R0395,random,False,False,False,True,False,False,0.0
R0396,normal,False,False,False,True,False,False,0.0
R0397,normal,False,False,False,False,False,False,0.0
R0398,normal,False,False,False,True,False,False,0.0
R0399,normal,False,False,False,False,False,False,0.0
R0400,normal,False,False,False,False,False,False,0.0
R0401,normal,False,False,False,False,False,False,0.0
R0402,normal,False,False,False,True,False,False,0.0
R0403,normal,False,False,False,True,False,False,0.0
R0404,botlike,False,False,False,True,False,False,0.5
R0405,normal,False,False,False,True,False,False,0.0
R0406,normal,False,False,False,False,False,False,0.0
R0407,normal,False,False,False,False,False,False,0.0
R0408,random,False,False,False,True,False,False,0.0
R0409,normal,False,False,False,False,False,False,0.0
R0410,normal,False,False,False,True,False,False,0.0
R0411,normal,False,True,False,False,False,False,0.2
R0412,normal,False,False,False,False,False,False,0.0
R0413,normal,False,False,False,False,False,False,0.0
R0414,normal,False,False,False,False,False,False,0.0
R0415,normal,False,False,False,True,False,False,0.0
R0416,normal,False,False,False,True,False,False,0.0
R0417,random,False,False,False,True,False,False,0.0
R0418,straightliner,False,True,False,False,False,False,0.2
R0419,random,False,False,False,True,False,False,0.0
R0420,random,False,False,False,True,False,False,0.0
R0421,normal,False,False,False,False,False,False,0.0
R0422,normal,False,False,False,False,False,False,0.0
R0423,normal,False,False,False,True,False,False,0.0
R0424,random,False,False,False,True,False,False,0.0
R0425,normal,False,False,False,True,False,False,0.0
R0426,normal,False,False,False,False,False,False,0.0
R0427,botlike,False,False,False,False,False,False,0.5
R0428,normal,False,False,False,False,False,False,0.0
R0429,normal,False,False,False,False,False,False,0.0
R0430,normal,False,False,False,False,False,False,0.0
R0431,normal,False,False,False,True,False,False,0.0
R0432,normal,False,False,False,False,False,False,0.0
R0433,normal,False,False,False,False,False,False,0.0
R0434,normal,False,False,False,True,False,False,0.0
R0435,straightliner,False,True,False,True,False,False,0.2
R0436,normal,False,False,False,False,False,False,0.0
R0437,fast,False,False,False,False,False,False,0.0
R0438,fast,False,False,False,True,False,False,0.0
R0439,normal,False,False,False,False,False,False,0.0
R0440,botlike,False,False,False,False,False,False,0.5
R0441,normal,False,False,False,False,False,False,0.0
R0442,normal,False,False,False,False,False,False,0.0
R0443,normal,False,False,False,True,False,False,0.0
R0444,normal,False,False,False,False,False,False,0.0
R0445,normal,False,True,False,False,False,False,0.2
R0446,normal,False,False,False,True,False,False,0.0
R0447,botlike,False,False,False,True,False,False,0.5
R0448,normal,False,False,False,True,False,False,0.0
R0449,normal,False,False,False,True,False,False,0.0
R0450,normal,False,False,False,False,False,False,0.0
R0451,normal,False,False,False,True,False,False,0.0
R0452,normal,False,True,False,True,False,False,0.2
R0453,normal,False,False,False,False,False,False,0.0
R0454,normal,False,True,False,False,False,False,0.2
R0455,normal,False,False,False,True,False,False,0.0
R0456,normal,False,False,False,True,False,False,0.0
R0457,normal,False,False,False,False,False,False,0.0
R0458,straightliner,False,True,False,False,False,False,0.2
R0459,normal,False,False,False,False,False,False,0.0
R0460,botlike,False,False,False,True,False,False,0.5
R0461,fast,False,False,False,True,False,False,0.0
R0462,normal,False,False,False,False,False,False,0.0
R0463,normal,False,False,False,False,False,False,0.0
R0464,random,False,False,False,True,False,False,0.0
R0465,normal,False,False,False,True,False,False,0.0
R0466,normal,False,False,False,True,False,False,0.0
R0467,random,False,False,False,True,False,False,0.0
R0468,botlike,False,False,False,True,False,False,0.5
R0469,normal,False,False,False,False,False,False,0.0
R0470,normal,False,False,False,True,False,False,0.0
R0471,normal,False,True,False,True,False,False,0.2
R0472,normal,False,False,False,False,False,False,0.0
R0473,random,False,False,False,True,False,False,0.0
R0474,normal,False,False,False,False,False,False,0.0
R0475,normal,False,True,False,False,False,False,0.2
R0476,normal,False,False,False,False,False,False,0.0
R0477,botlike,False,False,False,True,False,False,0.5
R0478,normal,False,True,False,False,False,False,0.2
R0479,normal,False,False,False,False,False,False,0.0
R0480,normal,False,False,False,False,False,False,0.0
R0481,normal,False,False,False,True,False,False,0.0
R0482,normal,False,False,False,False,False,False,0.0
R0483,normal,False,False,False,False,False,False,0.0
R0484,normal,False,False,False,False,False,False,0.0
R0485,botlike,False,False,False,False,False,False,0.5
R0486,normal,False,False,False,True,False,False,0.0
R0487,normal,False,False,False,False,False,False,0.0
R0488,normal,False,False,False,True,False,False,0.0
R0489,normal,False,False,False,False,False,False,0.0
R0490,normal,False,False,False,False,False,False,0.0
R0491,random,False,False,False,True,False,False,0.0
R0492,botlike,False,False,False,True,False,False,0.5
R0493,normal,False,False,False,False,False,False,0.0
R0494,normal,False,False,False,False,False,False,0.0
R0495,normal,False,False,False,False,False,False,0.0
R0496,normal,False,False,False,False,False,False,0.0
R0497,normal,False,True,False,False,False,False,0.2
R0498,random,False,False,False,True,False,False,0.0
R0499,fast,False,True,False,True,False,False,0.2
R0500,normal,False,False,False,False,False,False,0.0
