respondent_id,profile_type,fast_responder,longstring,straightlining,attention_fail,duplicate,extreme_pattern,bot_score
R0179,fast,False,False,False,False,False,False,0.0
R0180,random,False,False,False,True,False,False,0.0
R0181,fast,False,True,False,False,False,False,0.2
R0182,random,False,False,False,False,False,False,0.0
R0183,random,False,False,False,True,False,False,0.0
R0184,straightliner,False,True,False,False,False,False,0.2
R0185,random,False,False,False,True,False,False,0.0
R0186,straightliner,False,True,False,True,False,False,0.2
R0187,normal,False,False,False,False,False,False,0.0
R0188,botlike,False,False,False,True,False,False,0.5
R0189,random,False,False,False,True,False,False,0.0
R0190,fast,False,False,False,False,False,False,0.0
R0191,botlike,False,False,False,False,False,False,0.5
R0192,random,False,False,False,True,False,False,0.0
R0193,fast,False,False,False,False,False,False,0.0
R0194,random,False,False,False,True,False,False,0.0
R0195,straightliner,False,True,False,True,False,False,0.2
R0196,straightliner,False,True,False,False,False,False,0.2
R0197,botlike,False,False,False,True,False,False,0.5
R0198,botlike,False,False,False,True,False,False,0.5
R0199,botlike,False,False,False,True,False,False,0.5
R0200,random,False,False,False,True,False,False,0.0
R0201,straightliner,False,True,False,True,False,False,0.2
R0202,random,False,False,False,False,False,False,0.0
R0203,fast,False,False,False,False,False,False,0.0
R0204,random,False,False,False,True,False,False,0.0
R0205,fast,False,False,False,True,False,False,0.0
R0206,botlike,False,False,False,False,False,False,0.5
R0207,fast,False,False,False,True,False,False,0.0
R0208,random,False,False,False,True,False,False,0.0
R0209,straightliner,False,True,False,False,False,False,0.2
R0210,random,False,False,False,True,False,False,0.0
R0211,botlike,False,False,False,False,False,False,0.5
R0212,fast,False,False,False,True,False,False,0.0
R0213,random,False,False,False,True,False,False,0.0
R0214,botlike,False,False,False,True,False,False,0.5
R0215,random,False,False,False,True,False,False,0.0
R0216,random,False,False,False,True,False,False,0.0
R0217,fast,False,False,False,False,False,False,0.0
R0218,straightliner,False,True,False,False,False,False,0.2
R0219,random,False,False,False,True,False,False,0.0
R0220,fast,False,False,False,True,False,False,0.0
R0221,straightliner,False,True,False,True,False,False,0.2
R0222,botlike,False,False,False,True,False,False,0.5
R0223,random,False,False,False,False,False,False,0.0
R0224,straightliner,False,True,False,True,False,False,0.2
R0225,fast,False,False,False,False,False,False,0.0
R0226,straightliner,False,True,False,False,False,False,0.2
R0227,fast,False,False,False,False,False,False,0.0
R0228,random,False,False,False,True,False,False,0.0
R0229,normal,False,False,False,False,False,False,0.0
R0230,fast,False,True,False,False,False,False,0.2
R0231,fast,False,True,False,False,False,False,0.2
R0232,straightliner,False,True,False,False,False,False,0.2
R0233,botlike,False,False,False,True,False,False,0.5
R0234,straightliner,False,True,False,True,False,False,0.2
R0235,botlike,False,False,False,False,False,False,0.5
R0236,fast,False,False,False,False,False,False,0.0
R0237,random,False,False,False,False,False,False,0.0
R0238,botlike,False,False,False,True,False,False,0.5
R0239,fast,False,False,False,True,False,False,0.0
R0240,botlike,False,False,False,True,False,False,0.5
R0241,straightliner,False,True,False,False,False,False,0.2
R0242,botlike,False,False,False,True,False,False,0.5
R0243,botlike,False,False,False,True,False,False,0.5
R0244,fast,False,False,False,True,False,False,0.0
R0245,straightliner,False,True,False,True,False,False,0.2
R0246,fast,False,False,False,False,False,False,0.0
R0247,random,False,False,False,True,False,False,0.0
R0248,random,False,False,False,True,False,False,0.0
R0249,random,False,False,False,True,False,False,0.0
R0250,fast,False,False,False,True,False,False,0.0
R0251,straightliner,False,True,False,True,False,False,0.2
R0252,botlike,False,False,False,True,False,False,0.5
R0253,random,False,False,False,True,False,False,0.0
R0254,botlike,False,False,False,True,False,False,0.5
R0255,botlike,False,False,False,True,False,False,0.5
R0256,random,False,False,False,True,False,False,0.0
R0257,botlike,False,False,False,True,False,False,0.5
R0258,straightliner,False,True,False,False,False,False,0.2
R0259,random,False,False,False,True,False,False,0.0
R0260,fast,False,False,False,True,False,False,0.0
R0261,fast,False,False,False,False,False,False,0.0
R0262,random,False,False,False,True,False,False,0.0
R0263,straightliner,False,True,False,False,False,False,0.2
R0264,straightliner,False,True,False,False,False,False,0.2
R0265,fast,False,False,False,False,False,False,0.0
R0266,straightliner,False,True,False,False,False,False,0.2
R0267,botlike,False,False,False,True,False,False,0.5
R0268,random,False,False,False,True,False,False,0.0
R0269,normal,False,False,False,False,False,False,0.0
R0270,botlike,False,False,False,True,False,False,0.5
R0271,random,False,False,False,True,False,False,0.0
R0272,random,False,False,False,True,False,False,0.0
R0273,fast,False,False,False,False,False,False,0.0
R0274,botlike,False,False,False,True,False,False,0.5
R0275,botlike,False,False,False,True,False,False,0.5
R0276,fast,False,True,False,False,False,False,0.2
R0277,straightliner,False,True,False,False,False,False,0.2
R0278,fast,False,False,False,False,False,False,0.0
R0279,random,False,False,False,True,False,False,0.0
R0280,straightliner,False,True,False,False,False,False,0.2
R0281,fast,False,False,False,False,False,False,0.0
R0282,fast,False,False,False,True,False,False,0.0
R0283,fast,False,False,False,False,False,False,0.0
R0284,fast,False,True,False,False,False,False,0.2
R0285,random,False,False,False,True,False,False,0.0
R0286,botlike,False,False,False,True,False,False,0.5
R0287,fast,False,False,False,True,False,False,0.0
R0288,random,False,False,False,True,False,False,0.0
R0289,random,False,False,False,True,False,False,0.0
R0290,fast,False,False,False,True,False,False,0.0
R0291,random,False,False,False,True,False,False,0.0
R0292,random,False,False,False,True,False,False,0.0
R0293,fast,False,False,False,False,False,False,0.0
R0294,botlike,False,False,False,True,False,False,0.5
R0295,random,False,False,False,True,False,False,0.0
R0296,botlike,False,False,False,False,False,False,0.5
R0297,random,False,False,False,True,False,False,0.0
R0298,straightliner,False,True,False,False,False,False,0.2
R0299,normal,False,False,False,True,False,False,0.0
R0300,fast,False,False,False,True,False,False,0.0
R0301,random,False,False,False,True,False,False,0.0
R0302,random,False,False,False,False,False,False,0.0
R0303,random,False,False,False,True,False,False,0.0
R0304,botlike,False,False,False,True,False,False,0.5
R0305,random,False,False,False,True,False,False,0.0
R0306,straightliner,False,True,False,False,False,False,0.2
R0307,random,False,False,False,True,False,False,0.0
R0308,botlike,False,False,False,True,False,False,0.5
R0309,botlike,False,False,False,True,False,False,0.5
R0310,straightliner,False,True,False,False,False,False,0.2
R0311,random,False,False,False,True,False,False,0.0
R0312,fast,False,False,False,False,False,False,0.0
R0313,fast,False,False,False,True,False,False,0.0
R0314,random,False,False,False,True,False,False,0.0
R0315,fast,False,False,False,True,False,False,0.0
R0316,straightliner,False,True,False,False,False,False,0.2
R0317,random,False,False,False,True,False,False,0.0
R0318,straightliner,False,True,False,False,False,False,0.2
R0319,botlike,False,False,False,True,False,False,0.5
R0320,random,False,False,False,False,False,False,0.0
R0321,straightliner,False,True,False,True,False,False,0.2
R0322,random,False,False,False,True,False,False,0.0
R0323,fast,False,False,False,True,False,False,0.0
R0324,normal,False,False,False,False,False,False,0.0
R0325,botlike,False,False,False,True,False,False,0.5
R0326,random,False,False,False,False,False,False,0.0
R0327,botlike,False,False,False,False,False,False,0.5
R0328,botlike,False,False,False,True,False,False,0.5
R0329,fast,False,False,False,True,False,False,0.0
R0330,fast,False,False,False,True,False,False,0.0
R0331,random,False,False,False,False,False,False,0.0
R0332,random,False,False,False,True,False,False,0.0
R0333,straightliner,False,True,False,True,False,False,0.2
R0334,random,False,False,False,True,False,False,0.0
R0335,random,False,False,False,True,False,False,0.0
R0336,fast,False,False,False,False,False,False,0.0
R0337,straightliner,False,True,False,False,False,False,0.2
R0338,botlike,False,False,False,False,False,False,0.5
R0339,straightliner,False,True,False,True,False,False,0.2
R0340,random,False,False,False,True,False,False,0.0
R0341,random,False,False,False,True,False,False,0.0
R0342,random,False,False,False,True,False,False,0.0
R0343,botlike,False,False,False,True,False,False,0.5
R0344,botlike,False,False,False,False,False,False,0.5
R0345,random,False,False,False,True,False,False,0.0
R0346,fast,False,True,False,True,False,False,0.2
R0347,botlike,False,False,False,True,False,False,0.5
R0348,straightliner,False,True,False,False,False,False,0.2
R0349,fast,False,False,False,True,False,False,0.0
R0350,botlike,False,False,False,False,False,False,0.5
R0351,botlike,False,False,False,False,False,False,0.5
R0352,random,False,False,False,True,False,False,0.0
R0353,fast,False,False,False,True,False,False,0.0
R0354,random,False,False,False,True,False,False,0.0
R0355,random,False,False,False,False,False,False,0.0
R0356,random,False,False,False,True,False,False,0.0
R0357,straightliner,False,True,False,True,False,False,0.2
R0358,straightliner,False,True,False,False,False,False,0.2
R0359,botlike,False,False,False,True,False,False,0.5
R0360,fast,False,False,False,False,False,False,0.0
R0361,fast,False,False,False,False,False,False,0.0
R0362,normal,False,False,False,True,False,False,0.0
R0363,random,False,False,False,True,False,False,0.0
R0364,fast,False,False,False,True,False,False,0.0
R0365,botlike,False,False,False,True,False,False,0.5
R0366,botlike,False,False,False,True,False,False,0.5
R0367,random,False,False,False,True,False,False,0.0
R0368,straightliner,False,True,False,False,False,False,0.2
R0369,fast,False,False,False,True,False,False,0.0
R0370,random,False,False,False,True,False,False,0.0
R0371,random,False,False,False,True,False,False,0.0
R0372,random,False,False,False,True,False,False,0.0
R0373,random,False,False,False,True,False,False,0.0
R0374,random,False,False,False,True,False,False,0.0
R0375,fast,False,False,False,False,False,False,0.0
R0376,fast,False,True,False,True,False,False,0.2
R0377,fast,False,True,False,True,False,False,0.2
R0378,random,False,False,False,True,False,False,0.0
R0379,botlike,False,False,False,True,False,False,0.5
R0380,random,False,False,False,True,False,False,0.0
R0381,botlike,False,False,False,True,False,False,0.5
R0382,random,False,False,False,True,False,False,0.0
R0383,random,False,False,False,True,False,False,0.0
R0384,fast,False,False,False,False,False,False,0.0
R0385,botlike,False,False,False,True,False,False,0.5
R0386,normal,False,False,False,False,False,False,0.0
R0387,straightliner,False,True,False,False,False,False,0.2
R0388,random,False,False,False,True,False,False,0.0
R0389,fast,False,False,False,False,False,False,0.0
R0390,random,False,False,False,True,False,False,0.0
R0391,botlike,False,False,False,True,False,False,0.5
R0392,straightliner,False,True,False,False,False,False,0.2
R0393,fast,False,False,False,False,False,False,0.0
R0394,botlike,False,False,False,True,False,False,0.5
R0395,random,False,False,False,True,False,False,0.0
R0396,straightliner,False,True,False,False,False,False,0.2
R0397,fast,False,True,False,False,False,False,0.2
R0398,random,False,False,False,True,False,False,0.0
R0399,fast,False,False,False,True,False,False,0.0
R0400,random,False,False,False,True,False,False,0.0
R0401,botlike,False,False,False,True,False,False,0.5
R0402,botlike,False,False,False,False,False,False,0.5
R0403,fast,False,False,False,False,False,False,0.0
R0404,fast,False,False,False,False,False,False,0.0
R0405,fast,False,False,False,True,False,False,0.0
R0406,botlike,False,False,False,True,False,False,0.5
R0407,random,False,False,False,True,False,False,0.0
R0408,botlike,False,False,False,True,False,False,0.5
R0409,botlike,False,False,False,True,False,False,0.5
R0410,fast,False,False,False,True,False,False,0.0
R0411,random,False,False,False,True,False,False,0.0
R0412,botlike,False,False,False,True,False,False,0.5
R0413,random,False,False,False,False,False,False,0.0
R0414,random,False,False,False,True,False,False,0.0
R0415,fast,False,False,False,False,False,False,0.0
R0416,random,False,False,False,True,False,False,0.0
R0417,straightliner,False,True,False,False,False,False,0.2
R0418,fast,False,False,False,False,False,False,0.0
R0419,botlike,False,False,False,True,False,False,0.5
R0420,botlike,False,False,False,True,False,False,0.5
R0421,botlike,False,False,False,True,False,False,0.5
R0422,straightliner,False,True,False,False,False,False,0.2
R0423,random,False,False,False,False,False,False,0.0
R0424,fast,False,False,False,True,False,False,0.0
R0425,random,False,False,False,True,False,False,0.0
R0426,fast,False,False,False,True,False,False,0.0
R0427,random,False,False,False,True,False,False,0.0
R0428,random,False,False,False,True,False,False,0.0
R0429,straightliner,False,True,False,True,False,False,0.2
R0430,fast,False,True,False,True,False,False,0.2
R0431,random,False,False,False,True,False,False,0.0
R0432,random,False,False,False,True,False,False,0.0
R0433,random,False,False,False,True,False,False,0.0
R0434,fast,False,False,False,False,False,False,0.0
R0435,botlike,False,False,False,True,False,False,0.5
R0436,random,False,False,False,False,False,False,0.0
R0437,random,False,False,False,True,False,False,0.0
R0438,random,False,False,False,True,False,False,0.0
R0439,random,False,False,False,True,False,False,0.0
R0440,botlike,False,False,False,False,False,False,0.5
R0441,botlike,False,False,False,True,False,False,0.5
R0442,random,False,False,False,True,False,False,0.0
R0443,fast,False,False,False,False,False,False,0.0
R0444,botlike,False,False,False,True,False,False,0.5
R0445,straightliner,False,True,False,False,False,False,0.2
R0446,straightliner,False,True,False,True,False,False,0.2
R0447,random,False,False,False,False,False,False,0.0
R0448,fast,False,False,False,False,False,False,0.0
R0449,straightliner,False,True,False,True,False,False,0.2
R0450,fast,False,False,False,True,False,False,0.0
R0451,random,False,False,False,True,False,False,0.0
R0452,botlike,False,False,False,True,False,False,0.5
R0453,straightliner,False,True,False,True,False,False,0.2
R0454,straightliner,False,True,False,False,False,False,0.2
R0455,random,False,False,False,True,False,False,0.0
R0456,fast,False,False,False,False,False,False,0.0
R0457,fast,False,False,False,False,False,False,0.0
R0458,botlike,False,False,False,True,False,False,0.5
R0459,fast,False,False,False,True,False,False,0.0
R0460,botlike,False,False,False,False,False,False,0.5
R0461,random,False,False,False,True,False,False,0.0
R0462,random,False,False,False,True,False,False,0.0
R0463,random,False,False,False,True,False,False,0.0
R0464,fast,False,False,False,True,False,False,0.0
R0465,random,False,False,False,True,False,False,0.0
R0466,random,False,False,False,True,False,False,0.0
R0467,fast,False,False,False,False,False,False,0.0
R0468,straightliner,False,True,False,False,False,False,0.2
R0469,botlike,False,False,False,True,False,False,0.5
R0470,random,False,False,False,True,False,False,0.0
R0471,random,False,False,False,True,False,False,0.0
R0472,random,False,False,False,True,False,False,0.0
R0473,botlike,False,False,False,True,False,False,0.5
R0474,normal,False,False,False,False,False,False,0.0
R0475,random,False,False,False,True,False,False,0.0
R0476,straightliner,False,True,False,True,False,False,0.2
R0477,fast,False,False,False,True,False,False,0.0
R0478,random,False,False,False,True,False,False,0.0
R0479,fast,False,True,False,True,False,False,0.2
R0480,random,False,False,False,True,False,False,0.0
R0481,straightliner,False,True,False,False,False,False,0.2
R0482,random,False,False,False,True,False,False,0.0
R0483,fast,False,False,False,True,False,False,0.0
R0484,fast,False,False,False,False,False,False,0.0
R0485,random,False,False,False,True,False,False,0.0
R0486,random,False,False,False,True,False,False,0.0
R0487,random,False,False,False,True,False,False,0.0
R0488,fast,False,False,False,False,False,False,0.0
R0489,random,False,False,False,True,False,False,0.0
R0490,random,False,False,False,True,False,False,0.0
R0491,botlike,False,False,False,True,False,False,0.5
R0492,straightliner,False,True,False,True,False,False,0.2
R0493,botlike,False,False,False,False,False,False,0.5
R0494,normal,False,False,False,False,False,False,0.0
R0495,straightliner,False,True,False,False,False,False,0.2
R0496,botlike,False,False,False,True,False,False,0.5
R0497,straightliner,False,True,False,True,False,False,0.2
R0498,fast,False,False,False,True,False,False,0.0
R0499,fast,False,False,False,False,False,False,0.0
R0500,random,False,False,False,True,False,False,0.0
