respondent_id,country,language,age,gender,education,device,source,iq_true,eq_true,cq_true,bias_true,doi_true,npi_true,sd3_psy_true,sd3_mac_true,sd3_narc_true,hsq_aff_true,hsq_self_true,hsq_aggr_true,hsq_soci_true
R0013,DE,de,47,F,bachelor,desktop,ads,92.52845093074495,107.49380239649066,96.31086462302146,0.4663957544143289,0.6996016338613547,0.3843254381010532,0.3948781102638563,0.6446191948143558,0.7082104343465168,0.5751700581621201,0.24285550082832422,0.5543326624817543,0.6637409642601075
R0014,IN,en,26,F,secondary,mobile,organic,123.79162355501981,91.1462999081763,136.2517217326544,0.4307321188785812,0.4948069064401896,0.4048949892536052,0.4935746206100818,0.37008796336312044,0.8056485340377024,0.8741366107766227,0.10803390624696618,0.6470831107064947,0.457669012381432
R0015,IN,en,33,M,phd,mobile,ads,100.53556602361898,103.08645393278756,125.60457829946598,0.7782947580042702,0.32350872785243484,0.2642294483864311,0.619846314448464,0.4645308130210695,0.6698264582007355,0.6825220566551724,0.8993357181580848,0.39480365452484606,0.586477889790454
R0016,IN,en,26,M,secondary,desktop,panel,80.92973150279668,87.10547051689773,111.5909408877078,0.6772767450530434,0.5037070673066631,0.229344980982659,0.6690866252157354,0.7389063019383668,0.7729004426165416,0.6352998385066646,0.13897062396208434,0.32605959895475417,0.742942022941832
R0017,IN,en,50,M,phd,mobile,panel,100.49564055737915,94.0006116323004,105.29928148375174,0.40021865187216066,0.44616115975301396,0.7392139378076917,0.8989017320687532,0.941366688418794,0.5529912466893074,0.6844398307571741,0.6825774077261945,0.5558299274078217,0.26823960878472863
R0018,IN,en,38,F,secondary,mobile,ads,93.14680303714057,112.32505471385156,90.69027699880434,0.11228537457473188,0.40734507868041026,0.5963726694142834,0.5152626691394376,0.2074320424463285,0.7065140068283969,0.7677742981915794,0.6797148422531661,0.5773152669005318,0.39914347790459315
R0019,US,en,20,M,secondary,mobile,ads,106.32324895423481,94.70411374708002,104.27821640914505,0.6651453644158516,0.43156671850023137,0.5533201108294471,0.3267921970741353,0.48539389255661447,0.6452775681868205,0.6030016314531103,0.7373456811285276,0.5778155600484124,0.5753522700874534
R0020,IN,en,42,M,bachelor,mobile,ads,134.76272580004888,84.60769111549067,110.94965239386303,0.6469120860041031,0.5063213642715314,0.4191369401362488,0.43238068713312994,0.550071478985521,0.5128555138294778,0.8442647093601997,0.3723871296187529,0.26879605908479637,0.1252671186122391
R0021,RU,ru,31,F,phd,desktop,panel,111.06205982463467,83.95140390400122,116.45684019894763,0.8317686554904891,0.709915759077653,0.2617123860149946,0.48368472308774624,0.5240052358139159,0.6699237115642682,0.7248448656472727,0.6928682586784758,0.7418989431907629,0.744361489451343
R0022,DE,de,40,F,master,mobile,ads,75.38443753355321,100.3330320760922,74.05316242745879,0.6417631113117502,0.5290871293395865,0.30497368754319953,0.3551020361675826,0.67784430407566,0.5083905448596437,0.353812179672966,0.4428757805269191,0.7691028955515568,0.5336804683652407
R0023,US,en,37,F,phd,desktop,organic,113.03153165597371,96.2394925678333,86.89063327069603,0.42209714715550467,0.23833901630520737,0.3735072115663373,0.35644350595280005,0.6718371464314131,0.6041587136943025,0.6625713142789195,0.6705185556554457,0.21149411807234908,0.29195206563588283
R0024,DE,de,30,M,secondary,mobile,ads,86.09452750400631,117.0814801227092,81.95699613614683,0.8837614063568597,0.3065099601665431,0.9301472493580479,0.7074833665940825,0.3786644022575515,0.8748127517411223,0.21071387997254792,0.7870372432400187,0.7398754712568452,0.7316372069460572
R0025,IN,en,58,F,phd,desktop,panel,91.6693240791248,86.8212917508213,111.56355896021928,0.3632277177628411,0.8281634916772015,0.5868523847276482,0.6934400250705983,0.7138690813203943,0.5712967253316226,0.312247653202027,0.2655948510698719,0.27897283794082706,0.20535909144689976
R0026,RU,ru,49,F,phd,desktop,panel,93.53112493160869,86.80966818473034,110.04874993741244,0.2008978944113034,0.6358257909196534,0.0905591419608308,0.19839120047596523,0.19090224081785737,0.6909026309469436,0.9085807287743013,0.0923681620509398,0.35199820749761296,0.7273131479592201
R0027,IN,en,53,F,secondary,mobile,organic,104.46460195481103,106.2404408577638,118.9027225422206,0.5284588408332543,0.4678178699057156,0.7287544469799949,0.6479553343284757,0.4456062814017809,0.394264896797005,0.592820633447055,0.6706815917446776,0.8628478584662476,0.5404338605805654
R0028,DE,de,22,F,bachelor,desktop,panel,125.68204527523211,60.13173956077474,115.25913176498737,0.655105259707902,0.8500988051544187,0.32430097485329357,0.8135251330382935,0.712321445486953,0.6063641224745129,0.41670851369367395,0.35196220357848623,0.2119086919149256,0.5286864032797525
R0029,DE,de,21,F,master,mobile,panel,97.88331250771783,110.63821643761291,111.48962948613283,0.8565718095687259,0.4019311523168015,0.7327988099820449,0.24741465781909325,0.5449395287140463,0.6793969168967197,0.16198367445287026,0.8597690387241863,0.4725493190876859,0.7016944650714921
R0030,IN,en,49,M,secondary,mobile,organic,77.91127721969553,100.03557619193722,102.68316145839526,0.7765819447896904,0.3381572266896152,0.1755776804393344,0.8449541757814167,0.38347471590702414,0.3669453202652708,0.6007202603604977,0.696137992761883,0.4863461007871669,0.11755169151304806
R0031,IN,en,40,M,secondary,desktop,panel,106.77592192978022,116.98783337600064,63.4931278932503,0.5316970751667752,0.4024849698751634,0.559105686311783,0.36321468069618157,0.2759145577515052,0.40081887036727937,0.44741139648470074,0.3630414810124187,0.5129690755340879,0.5068544826523649
R0032,US,en,52,F,secondary,desktop,ads,96.54956451638151,95.45727529612952,113.16870375498418,0.5814396002466387,0.22605404808069385,0.6505736882547192,0.7282194161449055,0.6657391414644617,0.47115326958445775,0.6122238991332757,0.3346346279045774,0.8050355249514825,0.4051917809266779
R0033,US,en,56,F,bachelor,desktop,organic,82.83099726513342,110.24211205883411,92.72147190836195,0.43681777750809164,0.39397753664211216,0.16490809333482995,0.28063426670957586,0.40349757638471173,0.5040700517131232,0.3149875973813251,0.17161333280028654,0.5613427935723654,0.3089452220443211
R0034,RU,ru,53,M,phd,desktop,organic,76.52725596489469,100.87571490356163,121.21590182515487,0.3689335028259258,0.1723002524486191,0.2320261766561303,0.2867928109257643,0.6604059364236062,0.8682891403450593,0.911421718531282,0.3048508503737757,0.6419359775816114,0.31009870847551063
R0035,RU,ru,63,M,bachelor,mobile,panel,98.78551322193807,99.48155765271534,80.97806931662292,0.8481109845367824,0.12396851444999477,0.8506222672590829,0.7018111743371344,0.2235131129501983,0.3176660019637899,0.5133784067491859,0.4792037656093973,0.39180109842510835,0.32256983892684454
R0036,US,en,44,M,bachelor,mobile,panel,94.53492500331136,92.13052529665131,91.124267220111,0.7159577242648292,0.4662910977467149,0.5013443304322269,0.597262814442985,0.26751580137071873,0.729406296474392,0.316190774464705,0.45646288764389875,0.7343384397764983,0.974389108610265
R0037,IN,en,39,M,phd,mobile,panel,101.80223916193955,86.44968657773948,94.61644563436712,0.8969701802899273,0.6822705081629292,0.42947090603507626,0.872474949434953,0.5821631086208606,0.2601773709471787,0.202071817205806,0.5291439822820229,0.33955153059808263,0.7071892062562835
R0038,IN,en,26,F,master,mobile,ads,69.10343712893913,98.88352267338,91.66202989679472,0.4742647202107581,0.4851590492554763,0.32538004520024716,0.27729478758915577,0.1878261247043441,0.3543120543836436,0.6007994492078951,0.525085622660902,0.8500250210029396,0.7987902618559568
R0039,DE,de,18,M,bachelor,desktop,ads,95.12919797646302,102.59322461093765,73.2411223595231,0.2092404369472062,0.5740665588175334,0.3565465720976792,0.4991757628982834,0.8007379771671534,0.517761442404329,0.6999825573284423,0.7226652009030137,0.8103650794090083,0.20814189165648644
R0040,IN,en,47,F,master,mobile,panel,91.41476234049385,105.78511925111798,83.94939436064261,0.6806128505492839,0.784775673916406,0.5945057493731986,0.7309969336178427,0.37821708609730836,0.5141738777154683,0.6478554805775655,0.7801379071838667,0.6329413286930975,0.35701652993963057
R0041,DE,de,25,M,bachelor,desktop,panel,107.76025842369638,106.44554919292072,105.26061905678922,0.441300793033941,0.7949705802458252,0.6551148511723022,0.19650960571921,0.4581460696446595,0.4359759545464499,0.9085561687476272,0.5177522918975186,0.6353514232054308,0.7302952598224447
R0042,RU,ru,54,F,bachelor,mobile,organic,77.51244159073018,130.44529209501417,84.4538618940763,0.6278830340763202,0.6918862434651583,0.470208080319733,0.5338614242399182,0.31192815911646193,0.5106257409013842,0.5063398363889854,0.41320240011794523,0.4304651750410438,0.7295138681374645
R0043,IN,en,49,M,secondary,mobile,panel,122.35274037754135,92.55511758058037,101.08273196077934,0.5277597926856371,0.9043906634054402,0.8562308252661788,0.2510218776927956,0.42670073645157386,0.6788070946886774,0.38409152410260644,0.8308893934065811,0.7980094928396468,0.7209626477401521
R0044,IN,en,19,M,master,mobile,panel,132.66115971354418,102.25389065587214,120.28899197738801,0.4807770227668347,0.46690083797096726,0.8503418136086691,0.6894436942893043,0.87521963380064,0.6939868065300293,0.24410196451891353,0.6058395861433765,0.6221407208461851,0.7746949083557996
R0045,IN,en,19,M,master,mobile,organic,126.77458930427886,88.79060566926901,124.34049259895278,0.37236845663307455,0.538859379923583,0.09473087412799851,0.627528405683105,0.6761378775157841,0.49523142507160656,0.5044159036281984,0.7689829904925956,0.16232255728404812,0.5328060698019403
R0046,US,en,47,F,secondary,desktop,panel,101.2010875956926,117.69422812038385,108.59154932628724,0.6309113905952556,0.5003890942485476,0.6454649887503495,0.7638679086261158,0.2792818710109555,0.22468824947085056,0.6128312515319536,0.5362960821762066,0.5074697836074087,0.4720588011912977
R0047,US,en,40,F,phd,desktop,ads,110.12745810726646,91.24795919849736,92.70676497574554,0.6681019893459684,0.41502848781397556,0.689546127484696,0.42140414165305595,0.7788057565382474,0.7858918317657888,0.36392980955615617,0.44597924435165615,0.4205558418972715,0.5652378622846564
R0048,IN,en,51,F,phd,desktop,ads,100.24011304830285,99.12558442534011,92.89467836877856,0.6481839900673436,0.7762313286605694,0.349855335992154,0.38523290734270077,0.3989960286682866,0.5193961196256128,0.6012758752086579,0.6347837272205532,0.06567828970189013,0.5716588635901584
R0049,IN,en,23,M,bachelor,desktop,organic,72.61236378313038,98.91880950892634,105.6985724990796,0.576466728395123,0.7165668194156855,0.21082292513590312,0.6608840122723895,0.7343335650969723,0.4219361066885694,0.6452915349847055,0.771098147678484,0.2643028410089821,0.3141793923855204
R0050,RU,ru,64,F,phd,mobile,panel,85.44867002528788,118.41000479809328,60.722007486542296,0.7456675687068743,0.43922668145647975,0.2543905718706197,0.11313511897830178,0.4795672413278298,0.6834957008817796,0.5942823837629503,0.3433984733686231,0.42601778603928797,0.3617512042124391
R0051,IN,en,33,M,phd,mobile,ads,122.14968316530822,121.251180970755,103.72058009803412,0.17313600486061356,0.7307900256964247,0.4884569088477895,0.23827052591724635,0.9295398002174645,0.6864685453839615,0.5837366577159818,0.7755143459989253,0.3592325282711924,0.4303072896548881
R0052,US,en,35,F,bachelor,desktop,panel,107.25849849093161,127.28392317336687,98.83664502334973,0.5092607529513222,0.16297268585364985,0.7894670630816282,0.225584364738299,0.5565239846547967,0.569039357062265,0.6871713270155045,0.8203340688467226,0.48404253684961024,0.5106611504318276
R0053,IN,en,43,M,master,mobile,ads,77.44246633940031,113.37791841773989,98.92679954135892,0.39548500383245216,0.5631048738587225,0.5577049154672689,0.5404477247819509,0.1088037291111125,0.15076002278811812,0.9511326662866287,0.420276151189307,0.3593485544267217,0.35884529099442297
R0054,DE,de,47,M,master,desktop,panel,93.69047798389855,104.08629272806417,111.63735189840787,0.638344503235566,0.7327811922607942,0.46891201436938357,0.3406814170162032,0.7952280237909167,0.5665175752368462,0.16498494814271322,0.25761665275711654,0.49511774406868414,0.5989028047482292
R0055,US,en,65,M,master,mobile,ads,107.53497064660107,98.92440157956675,95.08348151409803,0.5941390852193811,0.6718875414439984,0.42734141998855224,0.33728377776822616,0.6460443814425109,0.5906090730576931,0.5319825148424245,0.9225164157705462,0.3677917748201877,0.2962772709911273
R0056,US,en,59,M,secondary,mobile,organic,123.9637545926997,89.34344161119125,121.53262860452003,0.7736747523633141,0.821733762075161,0.13630092107734904,0.8878870154550457,0.4031703404193476,0.5468020732929436,0.4122124440922976,0.5102766400882054,0.5007215901127228,0.6170571394232627
R0057,US,en,45,F,secondary,mobile,organic,87.01192833720573,110.98770143104416,77.6400942365128,0.6712433481491001,0.4402064278254475,0.485161580533688,0.4207199417497611,0.564094288335097,0.21432488270959135,0.4496364180558227,0.20535087645677663,0.09492810565726904,0.6267693679354909
R0058,RU,ru,40,F,master,mobile,organic,94.87417601296029,114.9800238979278,107.39482163993907,0.4832043186819826,0.4734223899903252,0.7787464303903741,0.10102884537205811,0.24722189446563206,0.6376070136399409,0.5717005750665002,0.3132166844463371,0.23109450825284417,0.7522240242382743
R0059,DE,de,47,F,bachelor,desktop,ads,67.77346534400044,114.84569844581813,87.5161885299518,0.7945555116081685,0.34573529132911474,0.41407701081499415,0.37424491834206824,0.2245227178535431,0.3779736077107768,0.36053877841497556,0.18077790295237672,0.5296822732202968,0.2887331805962122
R0060,US,en,43,M,secondary,desktop,panel,92.59797963921903,99.194799939067,96.81709842282572,0.6090602508864532,0.5210541996288377,0.5900933319448897,0.929239216484305,0.7149635215651442,0.6092411824332488,0.4382536621219288,0.5902290190612861,0.8580076091645822,0.5422916334827445
R0061,IN,en,46,M,master,mobile,ads,99.96566406401008,109.92551130815355,118.39158028556135,0.07945210004579338,0.2569542862666867,0.8000492316880694,0.24285153833872047,0.3017601194037383,0.7782404509272075,0.5593036928320697,0.7222028596562082,0.6864602944955075,0.5851638539231697
R0062,IN,en,35,F,bachelor,mobile,panel,114.86784382693963,83.30866262725986,91.74527621824845,0.5430449330112834,0.10284910514622041,0.7562909647149153,0.3176365387726671,0.6399655686745702,0.6906998933567868,0.3617099865007545,0.26547807679519136,0.8038926108005681,0.3392766348224655
R0063,DE,de,23,M,phd,mobile,organic,87.33722447140546,116.61252871661976,91.93899096376946,0.3471731241751161,0.25972221003440693,0.4058687799970431,0.6116117203607899,0.42817124549948055,0.7469974184104933,0.23653113523271369,0.6925185399903542,0.1655996978667726,0.7427670662340168
R0064,IN,en,30,M,bachelor,mobile,panel,87.68960269887188,115.35494788349035,106.71651658423,0.6281713181694134,0.37118701706176227,0.446659519933721,0.6669312497556779,0.5738121197809749,0.3780529509851438,0.405325615161212,0.5988599644733386,0.5151316946871339,0.1769339740692526
R0065,RU,ru,60,M,phd,mobile,panel,104.75945818258332,102.76462054374502,118.95672304701007,0.5867193521966938,0.28237481002402326,0.6249577195691094,0.43905459269037367,0.6033373142752413,0.8141120030675291,0.3273834130121227,0.3379471267154095,0.5780559962616538,0.692270831818341
R0066,IN,en,20,M,secondary,mobile,panel,94.13147399807359,108.53188853392467,119.6245048307757,0.5321606956080812,0.16085931385219057,0.5406661551274908,0.3844556746790848,0.7043717681795059,0.47373265296389533,0.8796760009003709,0.7760228084189176,0.48095376878196333,0.24439725427695777
R0067,RU,ru,59,F,secondary,mobile,panel,95.8502797938219,100.42579526795517,92.25345829784294,0.9310174226434076,0.8590958649008207,0.4130594935611476,0.8137928264310907,0.4348474170597727,0.37826004900703575,0.7502014052610748,0.7892560297687549,0.4002910181677659,0.6094070326917965
R0068,DE,de,61,M,bachelor,mobile,organic,99.11152387543277,103.93371563242492,100.87888832455094,0.42060674243188634,0.17255959691838219,0.7459805489494626,0.14876396004817702,0.47551911087136556,0.8809520404970197,0.8833768558849713,0.4922577576916537,0.38827000431301995,0.0770816792032795
R0069,DE,de,24,M,secondary,desktop,ads,92.16273345311183,92.11167249175375,110.77043029398635,0.7024949881621201,0.32805192468080785,0.5674752430375427,0.790963618822566,0.4101498201116417,0.3668628860708198,0.673614783873728,0.3597023124507214,0.6959642049772334,0.17396805073911153
R0070,IN,en,37,F,phd,mobile,organic,97.07925162792979,87.763115658716,92.63254027769285,0.7762645916141825,0.40250673800557,0.4979458382885353,0.6648264303134543,0.26115566957949704,0.4579484335895649,0.7224245209359148,0.7926590731390443,0.41158708877538724,0.31822594015518524
R0071,RU,ru,47,F,master,desktop,organic,93.29023409594177,102.44997476150887,85.4231998859699,0.5400265864497137,0.3261487191687336,0.489544313153573,0.5702275354051867,0.8113879633831105,0.1675685719516661,0.21156438662323668,0.5849387732161744,0.23204704170977722,0.3148368355832121
R0072,RU,ru,45,M,master,desktop,ads,104.10869964198464,87.04857523216006,134.63150641633905,0.8654894828473441,0.19409516075982713,0.6698222198302237,0.46296971579857527,0.44025864093402395,0.5689044692451601,0.5706118456254989,0.48263312978766004,0.556011931027386,0.7124480413596309
R0073,IN,en,48,M,bachelor,mobile,panel,109.41733917298829,94.51894120204639,53.01340063225062,0.9471418660094434,0.557592203921449,0.21329366361569804,0.8470618311732735,0.7120368155263621,0.3207118852980715,0.4033516782961851,0.7120454566491102,0.721055946336741,0.4157278160717239
R0074,IN,en,24,M,phd,mobile,organic,89.36503591865319,91.54277388918064,85.34947684554278,0.484078265474244,0.311659096599234,0.6536318960325103,0.45241651157367135,0.4352422528759919,0.12505572391547923,0.5168240841617364,0.48440824557981677,0.33216199071034486,0.6025432234591801
R0075,US,en,49,M,phd,mobile,panel,109.75647646692025,80.32793994959911,125.9892099622085,0.4971369706317351,0.7255531345383093,0.3852509600234493,0.6454176265867456,0.6069509387517231,0.7100602611903901,0.21988174132868543,0.6294615878916866,0.5323704718505975,0.8661160911300839
R0076,US,en,54,M,master,mobile,organic,88.86298569524129,110.90761283408318,93.03932342661709,0.5958944663010964,0.4782279756713221,0.4728403598440272,0.7799478766019502,0.6077716128936727,0.7093159061898522,0.17189834497610507,0.44949215095473216,0.3287908709441274,0.6911192982753339
R0077,DE,de,61,F,phd,mobile,ads,87.42929848685486,101.43774978245145,102.31183828352364,0.4071017086055276,0.6956820498613685,0.10894101604610663,0.6335450222525846,0.22435547781338547,0.19933247147675595,0.624043494030845,0.20419661807285963,0.6814498963923502,0.47160568801638814
R0078,RU,ru,25,M,secondary,desktop,panel,109.26316772775667,110.67616074637611,108.81562747816014,0.24593685116644032,0.20054808329226317,0.7364991421250635,0.3701917501526732,0.7500710350584764,0.5286353228963175,0.49454672682646394,0.29861246566957295,0.5887243966497276,0.4287116231412704
R0079,US,en,51,F,master,desktop,panel,80.34040138982198,88.83305882458673,80.8678603566948,0.4828433211378174,0.16476194919694573,0.3358914292400338,0.13317102924220006,0.6511369933394916,0.3889100991786593,0.6488744504615008,0.5330867749317593,0.5155247582301801,0.3481502569966252
R0080,IN,en,34,F,secondary,desktop,panel,108.80801094987383,103.6745379543286,78.98869667999077,0.24217611231078068,0.18353253099980818,0.7320965949642523,0.6209464161869371,0.6105268480077967,0.26768360702550764,0.2730469054893938,0.38600619692133886,0.5030906756399482,0.26516571889368984
R0081,IN,en,47,M,bachelor,desktop,ads,90.58420597466126,95.89460718793015,93.85473311096193,0.1768521088621421,0.5010798430440475,0.43836354842849473,0.48404023481734954,0.527445199776458,0.051338956388641076,0.8725885740599271,0.4886183102374198,0.5668707484431093,0.3677554310682134
R0082,DE,de,65,F,bachelor,desktop,panel,107.53002852597952,98.2213160044735,86.89576891754534,0.6164101278056034,0.6325197834826173,0.6203739760855601,0.42022434779147594,0.5197495822107022,0.2733866264114298,0.39728310279160817,0.4769483856327145,0.5289175342504163,0.6883026517487624
R0083,US,en,63,M,secondary,mobile,organic,112.45530069428379,83.97213869351901,112.61361163453407,0.720743457660921,0.5283279234388668,0.14146887155756038,0.28205018276277877,0.8258862723463799,0.29798215901797803,0.607338727484277,0.3798996733653711,0.16439691670295653,0.9339684000587478
R0084,RU,ru,57,M,bachelor,mobile,panel,129.8039077890659,95.39729370132343,133.44050358283465,0.7738200531361832,0.18393269917382613,0.7052186301657906,0.7289596879448138,0.7442912036450519,0.7768649264954243,0.20616171480782106,0.33729065235769834,0.630644178614181,0.6376825840943561
R0085,RU,ru,55,F,bachelor,mobile,panel,106.01245936999236,105.3809363590021,93.01720858620513,0.3037649884579667,0.7850099341006443,0.29614163741913363,0.1320544741654616,0.3664001367963936,0.2866808540013193,0.4736056882861265,0.5591829379817546,0.15015422125013825,0.6902606466443467
R0086,DE,de,28,M,secondary,desktop,panel,117.15629425337065,98.63132955073252,99.64717798462829,0.3555195058920356,0.7290670813678116,0.49142734322743575,0.6083850143057081,0.7073435497036573,0.2459947250785958,0.5470835748427553,0.6606046443783068,0.3982021439483466,0.5720234271904296
R0087,IN,en,27,F,phd,desktop,ads,103.57936963897,76.8779513961187,77.09603381700946,0.49232767061423216,0.7287216718491377,0.3558495761529805,0.2393728598834421,0.24258039538339377,0.39779295943096804,0.25602913135993804,0.43343472840367603,0.7001456114679427,0.8418941294624673
R0088,IN,en,62,F,master,mobile,organic,95.72864242807245,111.90548868259096,89.67156249732327,0.15490975376175603,0.7300853533207735,0.49153514682939364,0.37191918190981677,0.6435460442036084,0.5754054017775426,0.7174709494760243,0.7188376747303655,0.38763083475955135,0.3263343521263425
R0089,US,en,26,M,phd,mobile,ads,78.65833950310456,97.07427028069152,111.84239559009188,0.82079421016834,0.7876331403466859,0.33038845788707066,0.3582209331824549,0.20368987019109192,0.5195973420368931,0.6347176935308732,0.45904773496223833,0.34612619394478106,0.412796855729161
R0090,IN,en,40,M,secondary,desktop,organic,65.32184391495032,98.01407825726673,61.869348501425,0.6695556783239217,0.342614216401399,0.3850349794728182,0.8142499793086628,0.1350956956409903,0.3930780477086691,0.5749139935939239,0.531607204949659,0.3133877694950684,0.45108482675588735
R0091,US,en,48,F,bachelor,mobile,panel,111.50988757992468,92.10267629600335,115.05644454570985,0.548811702682607,0.592805913976271,0.14188602183481652,0.4788783193822179,0.4738925781337687,0.49375189264869945,0.7021133278053612,0.5674645805267898,0.5398699455243234,0.6619334452264789
R0092,IN,en,57,M,bachelor,mobile,ads,83.59696148539712,100.239389124206,105.15287303599692,0.526587668106455,0.3897819938623772,0.5895868700162271,0.23634899127588632,0.6639739419261498,0.15387426312560834,0.3060554232240505,0.18053604540505264,0.8567392521198971,0.38344734092651506
R0093,IN,en,26,M,phd,desktop,panel,101.25816195314374,102.13810474213187,90.0689313720363,0.6541279797030871,0.17295799832190525,0.675573668779098,0.7412404468727881,0.04225353953350927,0.5399762653894018,0.37829842179383494,0.693333297597596,0.3626610865158003,0.6967655681802081
R0094,US,en,37,F,master,desktop,ads,87.92136970152856,110.20124611297649,86.5418847552038,0.9882369059877089,0.2272434523723064,0.26255755531234465,0.9049008089804624,0.33438568963136694,0.21308738019738632,0.31619353142348894,0.2634875629000127,0.22905552909025784,0.5355846284144083
R0095,IN,en,51,M,master,mobile,panel,106.00539268215087,100.97649196478298,89.69947549924757,0.681492216258727,0.4879010398168915,0.3222296413162609,0.5011664471545096,0.6535655824926421,0.5251798855008565,0.8278683966025204,0.39962199284642586,0.5173721430815479,0.4260145440195479
R0096,IN,en,44,M,phd,mobile,panel,92.09303590038023,104.73104538282023,88.89758802049904,0.619868459070593,0.6553157818776455,0.5348869590505818,0.7396779462688666,0.8465253019419088,0.4615104270905704,0.2676829112944512,0.549042943332177,0.6056043913197791,0.460516878179032
R0097,IN,en,64,M,bachelor,desktop,panel,83.85355315540409,99.58727705528858,87.8380793255205,0.8292127330236269,0.21243388354491413,0.39157168527832226,0.6851430104244765,0.35639260065911355,0.2794055784881372,0.7878292202739942,0.5892665675315241,0.34367523051079757,0.6457957467725742
R0098,IN,en,43,F,phd,desktop,organic,96.5710485997084,102.131715053552,120.72521674769553,0.6011267180478855,0.11959126912728249,0.628558410852187,0.7880257064639069,0.713937426748269,0.5408687553612221,0.44086840053388887,0.5833598945198729,0.7941332585412065,0.670404596647194
R0099,US,en,46,M,secondary,mobile,panel,113.10102649740568,114.59903126382773,117.62685446810605,0.47554273499240074,0.897022181573676,0.5364887019851466,0.5753687320435712,0.7380932059339474,0.7268082115619177,0.12260343519996035,0.6887356345095571,0.6337586673395013,0.2862170913687272
R0100,DE,de,60,F,phd,desktop,panel,74.11474926675105,117.29850333532218,123.57169576878536,0.694134355668457,0.5994109737483028,0.3286443250686437,0.4748958060852941,0.584664678346654,0.6459776267339934,0.30177011157768513,0.3414194993734971,0.544865761510118,0.7512583565770258
